time,temperature_2m_max,temperature_2m_min,temperature_2m_mean,relative_humidity_2m_mean,rain_sum,degree_days,temp_7day_avg,temp_14day_avg,degree_days_14day_sum,humidity_7day_avg,outbreak
2023-08-21,15.6,10.8,12.7,84,18.5,2.6999999999999997,12.171428571428573,12.921428571428573,41.0,81.42857142857143,0
2023-08-22,14.3,10.5,11.9,96,32.7,1.9000000000000004,12.22857142857143,12.842857142857143,39.9,85.28571428571429,0
2023-08-23,14.4,7.2,10.5,80,3.4,0.5,11.785714285714286,12.642857142857142,37.1,86.85714285714286,0
2023-08-24,16.2,4.0,9.4,77,0.0,0.0,11.5,12.092857142857143,30.0,84.71428571428571,0
2023-08-25,13.2,7.5,9.9,89,27.8,0.0,11.200000000000001,11.521428571428572,22.1,84.71428571428571,0
2023-08-26,13.9,6.9,10.1,72,0.2,0.0999999999999996,10.942857142857141,11.35,19.7,83.0,0
2023-08-27,20.8,4.3,11.5,78,0.0,1.5,10.857142857142858,11.314285714285715,19.2,82.28571428571429,0
2023-08-28,28.1,6.6,16.6,70,0.0,6.600000000000001,11.414285714285715,11.792857142857143,25.800000000000004,80.28571428571429,0
2023-08-29,30.2,13.9,22.1,44,0.0,12.1,12.87142857142857,12.549999999999999,36.400000000000006,72.85714285714286,0
2023-08-30,23.9,12.5,18.3,70,0.0,8.3,13.985714285714286,12.885714285714286,41.1,71.42857142857143,0
2023-08-31,14.9,8.9,11.9,90,4.9,1.9000000000000004,14.342857142857143,12.921428571428573,41.6,73.28571428571429,0
2023-09-01,13.9,5.9,9.5,72,0.0,0.0,14.285714285714286,12.742857142857144,39.6,70.85714285714286,0
2023-09-02,14.0,6.7,10.0,73,1.4,0.0,14.271428571428572,12.607142857142858,37.7,71.0,0
2023-09-03,14.9,7.5,10.8,80,1.6,0.8000000000000007,14.171428571428574,12.514285714285714,36.400000000000006,71.28571428571429,0
2023-09-04,14.4,5.8,10.5,77,2.4,0.5,13.3,12.357142857142858,34.2,72.28571428571429,0
2023-09-05,13.5,6.0,9.4,80,3.3,0.0,11.485714285714284,12.178571428571429,32.300000000000004,77.42857142857143,0
2023-09-06,15.1,6.3,10.3,77,0.2,0.3000000000000007,10.342857142857143,12.164285714285715,32.1,78.42857142857143,0
2023-09-07,18.0,8.5,12.1,79,0.0,2.1,10.37142857142857,12.357142857142858,34.2,76.85714285714286,0
2023-09-08,20.0,7.3,12.8,78,0.0,2.8000000000000007,10.842857142857143,12.564285714285717,37.00000000000001,77.71428571428571,0
2023-09-09,17.8,8.5,12.5,86,4.8,2.5,11.200000000000001,12.735714285714286,39.400000000000006,79.57142857142857,0
2023-09-10,14.9,8.7,11.1,88,21.7,1.0999999999999996,11.242857142857144,12.707142857142857,39.0,80.71428571428571,0
2023-09-11,11.8,4.4,7.6,80,7.4,0.0,10.828571428571427,12.064285714285715,32.4,81.14285714285714,0
2023-09-12,15.5,2.3,8.6,77,0.0,0.0,10.714285714285714,11.1,20.300000000000004,80.71428571428571,0
2023-09-13,20.5,3.4,12.0,68,0.0,2.0,10.957142857142857,10.65,14.000000000000002,79.42857142857143,0
2023-09-14,14.4,9.9,11.7,91,8.5,1.6999999999999993,10.900000000000002,10.635714285714284,13.8,81.14285714285714,0
2023-09-15,14.3,8.6,12.0,87,11.9,2.0,10.785714285714286,10.814285714285713,15.8,82.42857142857143,0
2023-09-16,13.5,7.9,10.6,72,3.3,0.5999999999999996,10.514285714285714,10.857142857142858,16.400000000000002,80.42857142857143,0
2023-09-17,16.6,7.9,11.5,74,0.0,1.5,10.571428571428571,10.907142857142858,17.1,78.42857142857143,0
2023-09-18,17.2,6.2,11.4,80,0.2,1.4000000000000004,11.114285714285716,10.971428571428573,18.0,78.42857142857143,0
2023-09-19,17.0,7.9,12.2,87,10.2,2.1999999999999997,11.628571428571428,11.171428571428573,20.2,79.85714285714286,0
2023-09-20,18.4,9.0,13.1,83,1.3,3.1,11.785714285714286,11.37142857142857,23.0,82.0,0
2023-09-21,15.7,10.4,13.3,93,6.0,3.3000000000000007,12.014285714285716,11.457142857142857,24.2,82.28571428571429,0
2023-09-22,19.0,10.5,14.4,79,2.8,4.4,12.357142857142858,11.571428571428571,25.799999999999997,81.14285714285714,0
2023-09-23,15.9,10.8,12.8,75,0.0,2.8000000000000007,12.671428571428573,11.592857142857142,26.1,81.57142857142857,0
2023-09-24,16.9,12.0,14.1,81,37.8,4.1,13.042857142857143,11.807142857142855,29.1,82.57142857142857,0
2023-09-25,16.0,12.9,14.0,92,38.6,4.0,13.414285714285715,12.264285714285714,33.1,84.28571428571429,0
2023-09-26,20.6,8.6,14.4,74,0.0,4.4,13.72857142857143,12.678571428571429,37.5,82.42857142857143,0
2023-09-27,24.3,6.9,15.0,73,0.0,5.0,14.0,12.892857142857142,40.5,81.0,0
2023-09-28,27.3,8.9,17.6,66,0.0,7.600000000000001,14.614285714285714,13.314285714285715,46.4,77.14285714285714,0
2023-09-29,23.5,13.5,18.1,66,0.1,8.100000000000001,15.142857142857144,13.75,52.5,75.28571428571429,0
2023-09-30,16.2,8.9,13.3,85,13.3,3.3000000000000007,15.214285714285714,13.942857142857141,55.20000000000001,76.71428571428571,0
2023-10-01,22.0,5.4,13.1,76,0.0,3.1,15.071428571428571,14.057142857142855,56.80000000000001,76.0,0
2023-10-02,29.9,8.1,17.6,61,0.0,7.600000000000001,15.585714285714287,14.5,63.0,71.57142857142857,0
