time,temperature_2m_mean,relative_humidity_2m_mean,vapor_pressure_deficit_max,soil_temperature_0_to_7cm_mean,soil_moisture_0_to_7cm_mean,rain_sum
1966-04-18,14.6,89.0,0.38,16.1,0.191,2.1
1966-04-19,14.5,79.0,0.86,16.4,0.183,1.3
1966-04-20,15.2,73.0,1.02,16.3,0.166,0.0
1966-04-21,16.9,75.0,1.73,17.8,0.151,0.0
1966-04-22,18.3,71.0,2.48,18.6,0.137,0.0
1966-04-23,18.1,83.0,0.94,18.4,0.125,0.0
1966-04-24,17.8,83.0,1.15,19.2,0.117,0.0
1966-04-25,17.8,85.0,1.19,19.2,0.108,0.0
1966-04-26,16.9,89.0,0.66,18.2,0.103,0.0
1966-04-27,18.6,72.0,1.4,19.6,0.099,0.0
1966-04-28,18.5,73.0,1.38,19.7,0.092,0.0
1966-04-29,18.7,77.0,1.73,20.0,0.086,0.0
1966-04-30,19.1,76.0,1.91,20.4,0.08,0.0
1966-05-01,19.0,80.0,1.53,20.6,0.076,0.0
1966-05-02,16.5,89.0,0.69,19.3,0.073,0.0
1966-05-03,17.1,87.0,0.76,19.5,0.071,0.0
1966-05-04,17.8,83.0,1.2,19.3,0.069,0.0
1966-05-05,17.7,76.0,2.16,18.7,0.067,0.0
1966-05-06,19.0,70.0,2.03,20.2,0.064,0.0
1966-05-07,16.4,84.0,0.82,18.4,0.063,0.0
1966-05-08,15.3,90.0,0.55,17.7,0.063,0.0
1966-05-09,15.8,87.0,0.51,16.5,0.086,1.8
1966-05-10,16.4,73.0,1.25,17.1,0.128,0.0
1966-05-11,15.4,79.0,1.24,16.8,0.118,0.0
1966-05-12,15.1,89.0,0.72,17.1,0.111,0.1
1966-05-13,14.0,89.0,0.64,16.1,0.106,0.0
1966-05-14,13.8,90.0,0.6,15.1,0.101,3.8
1966-05-15,13.9,91.0,0.52,16.3,0.097,0.4
1966-05-16,14.2,93.0,0.28,14.6,0.142,0.5
1966-05-17,14.0,79.0,0.69,14.9,0.19,0.7
1966-05-18,12.2,77.0,0.73,13.4,0.173,0.9
1966-05-19,13.4,72.0,1.07,13.1,0.16,0.1
1966-05-20,13.2,72.0,1.25,13.3,0.146,0.0
1966-05-21,12.3,77.0,1.18,13.3,0.136,0.0
1966-05-22,12.9,82.0,0.8,12.9,0.127,0.0
1966-05-23,13.4,89.0,0.49,14.0,0.129,0.0
1966-05-24,14.1,87.0,0.51,14.6,0.158,0.8
1966-05-25,12.6,90.0,0.47,13.3,0.158,1.1
1966-05-26,12.7,87.0,0.86,13.5,0.151,0.0
1966-05-27,13.9,80.0,1.41,13.6,0.141,0.0
1966-05-28,13.2,86.0,0.59,14.3,0.132,0.0
1966-05-29,14.0,86.0,0.49,13.3,0.133,0.6
1966-05-30,14.8,85.0,0.69,15.5,0.162,0.3
1966-05-31,13.3,90.0,0.5,13.7,0.158,0.0
1966-06-01,13.5,84.0,0.51,14.2,0.153,0.4
1966-06-02,12.9,72.0,0.94,13.2,0.148,0.0
1966-06-03,13.3,80.0,1.14,13.3,0.138,0.0
1966-06-04,14.6,89.0,0.5,14.9,0.131,0.0
1966-06-05,14.9,91.0,0.53,15.9,0.126,0.0
1966-06-06,14.4,90.0,0.65,15.4,0.122,0.0
1966-06-07,14.6,80.0,1.34,15.1,0.116,0.0
1966-06-08,15.4,74.0,1.27,15.2,0.109,0.0
1966-06-09,13.7,95.0,0.15,14.1,0.143,7.0
1966-06-10,13.3,88.0,0.62,14.1,0.173,1.1
1966-06-11,14.5,88.0,0.4,14.5,0.215,3.8
1966-06-12,12.8,80.0,0.63,13.1,0.246,12.2
1966-06-13,10.8,81.0,0.94,11.2,0.215,0.0
1966-06-14,12.7,83.0,0.66,11.9,0.2,0.0
1966-06-15,13.2,82.0,0.73,13.0,0.191,0.0
1966-06-16,11.8,90.0,0.46,11.9,0.183,0.0
1966-06-17,12.2,91.0,0.58,12.3,0.177,0.0
1966-06-18,11.6,93.0,0.34,12.7,0.172,0.0
1966-06-19,12.9,88.0,0.53,12.5,0.167,0.0
1966-06-20,13.8,86.0,0.89,13.9,0.161,0.0
1966-06-21,12.8,84.0,1.01,13.7,0.155,0.0
1966-06-22,12.5,81.0,1.18,12.9,0.149,0.0
1966-06-23,17.3,48.0,1.87,14.6,0.14,0.0
1966-06-24,17.9,59.0,1.48,16.5,0.129,0.0
1966-06-25,13.5,88.0,0.46,13.7,0.129,0.2
1966-06-26,14.3,84.0,0.6,14.7,0.134,1.7
1966-06-27,13.0,84.0,0.61,13.8,0.132,0.1
1966-06-28,13.2,85.0,0.61,13.6,0.134,0.1
1966-06-29,12.7,73.0,0.64,13.1,0.233,11.0
1966-06-30,12.6,78.0,0.52,12.4,0.264,5.1
1966-07-01,15.1,90.0,0.23,14.0,0.282,4.5
1966-07-02,14.7,81.0,0.64,14.6,0.259,0.8
1966-07-03,13.0,82.0,0.69,13.4,0.236,0.0
1966-07-04,13.2,88.0,0.34,12.4,0.231,0.0
1966-07-05,11.7,92.0,0.35,12.6,0.228,0.0
1966-07-06,11.3,90.0,0.45,11.8,0.218,0.0
1966-07-07,10.9,88.0,0.52,11.2,0.21,0.0
1966-07-08,12.8,83.0,0.44,12.5,0.243,8.1
1966-07-09,12.8,73.0,0.64,12.6,0.241,2.2
1966-07-10,12.9,80.0,0.44,12.8,0.243,9.9
1966-07-11,12.2,91.0,0.5,12.5,0.229,0.0
1966-07-12,12.0,88.0,0.5,12.5,0.217,0.2
1966-07-13,12.6,84.0,0.42,12.6,0.265,25.9
1966-07-14,12.1,74.0,0.72,11.8,0.275,13.8
1966-07-15,13.0,84.0,0.42,12.7,0.255,1.5
1966-07-16,13.1,86.0,0.56,13.2,0.244,0.0
1966-07-17,12.0,89.0,0.35,12.2,0.26,0.4
1966-07-18,10.5,81.0,0.37,11.0,0.282,15.5
1966-07-19,9.1,85.0,0.32,10.1,0.284,8.6
1966-07-20,9.8,78.0,0.73,10.3,0.264,2.4
1966-07-21,10.4,78.0,0.6,11.0,0.245,0.0
1966-07-22,10.8,86.0,0.53,10.8,0.235,0.6
1966-07-23,11.0,75.0,0.54,11.3,0.271,9.5
1966-07-24,8.6,70.0,0.42,9.7,0.255,0.1
1966-07-25,10.7,64.0,0.89,10.2,0.241,0.0
1966-07-26,11.7,73.0,0.95,10.8,0.224,0.0
1966-07-27,13.8,86.0,0.53,13.4,0.22,3.1
1966-07-28,11.9,86.0,0.66,13.2,0.215,0.0
1966-07-29,11.5,87.0,0.63,12.4,0.205,0.0
1966-07-30,12.5,83.0,0.5,12.3,0.2,0.0
1966-07-31,12.0,77.0,0.65,12.5,0.225,1.3
1966-08-01,11.3,76.0,0.72,11.8,0.21,0.0
1966-08-02,12.4,84.0,0.48,12.1,0.207,2.8
1966-08-03,13.1,81.0,0.63,13.7,0.218,0.1
1966-08-04,12.3,79.0,0.63,12.9,0.206,0.0
1966-08-05,11.9,85.0,0.59,11.5,0.216,1.1
1966-08-06,12.0,85.0,0.5,12.7,0.218,0.0
1966-08-07,11.6,86.0,0.58,12.1,0.204,0.0
1966-08-08,11.0,89.0,0.43,11.9,0.193,0.0
1966-08-09,13.5,85.0,0.54,13.2,0.184,1.2
1966-08-10,12.9,90.0,0.61,13.8,0.177,0.6
1966-08-11,13.1,91.0,0.46,13.2,0.175,4.0
1966-08-12,13.3,88.0,0.5,14.0,0.197,1.3
1966-08-13,13.1,83.0,0.66,12.1,0.194,3.0
1966-08-14,13.1,73.0,0.83,13.1,0.194,0.0
1966-08-15,13.9,75.0,0.91,14.0,0.178,0.0
1966-08-16,13.5,82.0,0.61,14.3,0.166,0.0
1966-08-17,13.1,85.0,0.43,13.4,0.162,2.2
1966-08-18,13.0,75.0,0.8,14.2,0.171,0.9
1966-08-19,12.3,67.0,0.97,12.6,0.159,0.0
1966-08-20,12.8,70.0,1.15,13.6,0.146,0.0
1966-08-21,13.2,75.0,1.28,13.7,0.136,0.0
1966-08-22,14.3,82.0,0.94,15.0,0.127,0.0
1966-08-23,13.3,85.0,0.63,13.7,0.122,0.1
1966-08-24,14.6,84.0,0.54,14.8,0.124,0.3
1966-08-25,12.9,88.0,0.29,13.6,0.234,13.1
1966-08-26,10.7,76.0,0.42,11.1,0.286,1.8
1966-08-27,12.8,72.0,0.69,12.7,0.254,2.1
1966-08-28,13.7,81.0,0.55,14.5,0.237,0.5
1966-08-29,12.1,86.0,0.43,13.9,0.226,0.4
1966-08-30,12.3,82.0,0.53,12.6,0.22,0.0
1966-08-31,12.1,90.0,0.36,13.1,0.214,0.0
1966-09-01,12.3,79.0,0.68,13.4,0.203,1.1
1966-09-02,11.6,86.0,0.41,12.3,0.225,0.4
1966-09-03,11.7,81.0,0.58,13.3,0.278,0.6
1966-09-04,11.4,84.0,0.44,12.2,0.245,0.1
1966-09-05,11.6,85.0,0.66,13.4,0.229,0.0
1966-09-06,13.4,87.0,0.8,14.9,0.213,0.0
1966-09-07,14.5,84.0,0.78,15.8,0.2,0.0
1966-09-08,14.5,85.0,0.99,16.1,0.188,0.0
1966-09-09,14.4,88.0,0.43,15.5,0.178,0.0
1966-09-10,13.5,81.0,0.59,14.8,0.186,0.2
1966-09-11,14.9,80.0,0.93,16.0,0.18,0.0
1966-09-12,14.4,87.0,0.75,15.5,0.167,0.0
1966-09-13,14.4,90.0,0.45,16.4,0.164,0.7
1966-09-14,13.6,85.0,0.57,15.4,0.171,0.4
1966-09-15,12.5,69.0,0.63,14.5,0.168,3.4
1966-09-16,13.6,62.0,0.97,15.2,0.155,0.0
1966-09-17,14.2,64.0,1.23,15.6,0.139,0.0
1966-09-18,14.3,72.0,1.23,15.9,0.126,0.0
1966-09-19,16.5,75.0,1.45,17.8,0.115,0.0
1966-09-20,20.2,68.0,2.38,20.3,0.104,0.0
1966-09-21,17.3,73.0,1.18,19.0,0.13,0.0
1966-09-22,15.3,84.0,0.58,17.1,0.136,2.4
1966-09-23,14.5,76.0,0.88,16.7,0.16,1.1
1966-09-24,14.5,84.0,0.47,14.9,0.185,8.3
1966-09-25,14.8,79.0,0.49,15.6,0.242,2.4
1966-09-26,13.8,86.0,0.46,15.6,0.221,3.7
1966-09-27,13.2,68.0,0.84,15.8,0.197,0.0
1966-09-28,13.5,73.0,0.82,15.5,0.177,0.7
1966-09-29,15.4,71.0,1.24,17.0,0.159,0.0
1966-09-30,15.3,83.0,0.88,17.9,0.14,0.0
1966-10-01,15.1,87.0,0.74,17.7,0.129,0.0
1966-10-02,14.3,88.0,0.57,17.5,0.121,0.1
1966-10-03,14.3,86.0,0.62,16.4,0.115,0.0
1966-10-04,14.7,87.0,0.74,17.0,0.109,0.1
1966-10-05,16.7,67.0,1.32,18.8,0.104,0.1
1966-10-06,18.6,72.0,2.02,20.9,0.092,0.0
1966-10-07,15.8,82.0,0.67,19.5,0.085,0.3
1966-10-08,15.4,86.0,0.74,19.0,0.08,0.0
1966-10-09,14.9,80.0,0.63,17.7,0.086,0.2
1966-10-10,13.4,61.0,0.9,16.5,0.088,0.1
1966-10-11,14.0,65.0,1.06,17.3,0.084,0.0
1966-10-12,15.4,64.0,1.17,18.3,0.076,0.0
1966-10-13,15.4,63.0,0.99,18.4,0.07,0.0
1966-10-14,15.1,67.0,0.93,18.0,0.067,0.0
1966-10-15,16.1,69.0,1.45,19.8,0.063,0.0
1966-10-16,16.1,74.0,1.25,18.9,0.06,0.0
1966-10-17,18.1,60.0,1.5,20.7,0.058,0.0
1966-10-18,20.7,53.0,2.48,23.5,0.056,0.0
1966-10-19,19.3,73.0,1.49,24.1,0.055,0.0
1966-10-20,16.9,82.0,0.68,21.1,0.06,1.9
1966-10-21,15.1,56.0,1.38,19.6,0.061,0.0
1966-10-22,15.9,61.0,1.58,21.1,0.058,0.0
1966-10-23,17.2,75.0,1.23,21.4,0.055,0.0
1966-10-24,18.1,76.0,1.34,22.4,0.054,0.0
1966-10-25,18.0,72.0,1.35,21.9,0.053,0.0
1966-10-26,19.2,64.0,1.62,23.2,0.053,0.7
1966-10-27,18.6,72.0,1.38,24.1,0.052,0.2
1966-10-28,17.3,79.0,0.97,20.4,0.073,0.0
1966-10-29,16.7,84.0,0.74,21.1,0.073,0.0
1966-10-30,16.9,79.0,0.94,21.1,0.069,0.0
1966-10-31,15.8,85.0,0.85,20.2,0.065,0.0
1966-11-01,16.6,85.0,0.82,20.1,0.065,2.2
1966-11-02,15.9,84.0,0.72,20.2,0.076,0.6
1966-11-03,16.4,66.0,1.17,20.1,0.075,0.0
1966-11-04,17.4,63.0,1.52,21.1,0.067,0.0
1966-11-05,18.0,68.0,1.46,22.2,0.062,0.0
1966-11-06,19.9,69.0,1.81,24.6,0.058,0.0
1966-11-07,19.9,73.0,1.55,24.0,0.055,0.0
1966-11-08,20.3,66.0,1.7,24.3,0.054,0.0
1966-11-09,22.6,59.0,2.63,26.8,0.053,0.0
1966-11-10,22.0,69.0,1.61,28.1,0.052,0.0
1966-11-11,20.0,77.0,1.15,25.3,0.052,0.0
1966-11-12,18.6,74.0,1.07,24.8,0.055,0.8
1966-11-13,18.1,79.0,0.97,24.5,0.055,0.8
1966-11-14,16.5,58.0,1.31,22.0,0.055,0.4
1966-11-15,17.2,57.0,1.67,22.4,0.054,0.0
1966-11-16,18.0,72.0,1.5,24.2,0.053,0.0
1966-11-17,17.3,79.0,1.16,23.4,0.052,0.0
1966-11-18,17.0,73.0,1.09,22.7,0.053,1.8
1966-11-19,17.8,67.0,1.4,22.6,0.052,0.0
1966-11-20,17.5,76.0,0.87,22.2,0.06,4.9
1966-11-21,17.7,75.0,0.98,22.6,0.074,0.0
1966-11-22,18.1,60.0,1.5,22.7,0.07,0.0
1966-11-23,18.3,66.0,1.5,23.0,0.063,0.0
1966-11-24,19.4,69.0,1.77,24.5,0.058,0.0
1966-11-25,18.2,80.0,1.0,23.9,0.056,1.0
1966-11-26,18.2,72.0,1.41,23.0,0.057,0.0
1966-11-27,19.4,70.0,1.83,25.3,0.055,0.0
1966-11-28,17.7,76.0,1.15,22.1,0.068,1.1
1966-11-29,17.2,57.0,1.41,22.4,0.098,0.0
1966-11-30,17.6,70.0,1.2,23.7,0.079,0.0
1966-12-01,18.7,76.0,1.15,23.6,0.069,0.1
1966-12-02,18.9,75.0,1.22,24.2,0.062,0.0
1966-12-03,19.8,70.0,1.59,25.6,0.058,0.0
1966-12-04,19.0,80.0,0.99,25.2,0.056,0.0
1966-12-05,18.4,78.0,1.03,23.4,0.07,2.4
1966-12-06,18.0,72.0,1.35,24.2,0.067,0.0
1966-12-07,19.6,70.0,1.67,26.0,0.06,0.0
1966-12-08,19.7,76.0,1.71,25.9,0.056,0.0
1966-12-09,20.7,77.0,1.36,26.0,0.054,0.0
1966-12-10,22.7,72.0,1.81,28.0,0.053,0.0
1966-12-11,21.9,77.0,1.49,29.1,0.052,0.0
1966-12-12,21.4,79.0,1.3,27.8,0.051,0.0
1966-12-13,20.8,75.0,1.37,26.2,0.051,0.0
1966-12-14,21.0,53.0,2.18,26.0,0.051,0.0
1966-12-15,22.9,51.0,2.75,27.6,0.051,0.0
1966-12-16,23.5,53.0,3.11,29.2,0.05,0.0
1966-12-17,22.8,58.0,2.44,28.1,0.05,0.0
1966-12-18,22.8,57.0,2.6,27.8,0.05,0.0
1966-12-19,24.1,56.0,2.75,30.3,0.05,0.0
1966-12-20,21.2,68.0,1.5,28.7,0.05,0.0
1966-12-21,20.1,71.0,1.64,26.6,0.05,0.0
1966-12-22,19.3,79.0,1.27,27.0,0.05,0.0
1966-12-23,19.2,82.0,0.97,23.8,0.058,0.2
1966-12-24,18.9,72.0,1.37,25.8,0.063,0.1
1966-12-25,18.2,80.0,0.76,21.3,0.097,2.8
1966-12-26,18.8,65.0,1.36,24.6,0.104,0.0
1966-12-27,21.2,71.0,1.8,25.9,0.082,0.0
1966-12-28,20.6,78.0,1.09,27.0,0.069,0.0
1966-12-29,22.4,73.0,1.9,28.9,0.061,0.2
1966-12-30,19.6,79.0,1.01,25.9,0.058,0.7
1966-12-31,20.0,64.0,1.53,25.5,0.057,0.0
1967-01-01,19.2,62.0,1.37,24.9,0.055,0.0
1967-01-02,20.7,49.0,2.42,25.8,0.054,0.0
1967-01-03,20.0,65.0,1.81,27.1,0.053,0.0
1967-01-04,18.0,71.0,1.03,24.4,0.053,0.0
1967-01-05,18.4,64.0,1.4,25.8,0.053,0.0
1967-01-06,18.9,71.0,1.23,26.0,0.052,0.0
1967-01-07,19.3,79.0,1.08,24.5,0.059,2.1
1967-01-08,17.5,63.0,1.17,23.0,0.107,0.8
1967-01-09,19.1,54.0,1.8,24.0,0.086,0.0
1967-01-10,18.9,73.0,1.26,24.4,0.071,0.0
1967-01-11,19.4,62.0,1.66,24.7,0.063,0.0
1967-01-12,20.7,54.0,2.28,25.4,0.058,0.0
1967-01-13,20.2,69.0,1.27,25.6,0.055,0.0
1967-01-14,21.8,69.0,1.94,27.9,0.054,0.0
1967-01-15,20.5,77.0,1.08,26.2,0.053,0.0
1967-01-16,20.7,70.0,1.75,26.2,0.053,0.0
1967-01-17,20.0,73.0,1.25,26.4,0.052,0.0
1967-01-18,20.3,77.0,1.18,27.1,0.051,0.0
1967-01-19,21.4,73.0,1.75,29.1,0.051,0.0
1967-01-20,18.8,83.0,0.99,22.6,0.068,3.7
1967-01-21,18.3,75.0,0.93,22.4,0.101,1.5
1967-01-22,17.9,74.0,1.29,22.8,0.092,0.0
1967-01-23,18.9,76.0,0.98,23.2,0.101,2.8
1967-01-24,19.0,72.0,1.23,24.5,0.092,0.0
1967-01-25,20.7,80.0,1.16,26.9,0.075,0.0
1967-01-26,21.4,77.0,1.25,27.0,0.065,0.0
1967-01-27,20.9,81.0,0.91,26.8,0.059,0.0
1967-01-28,22.1,66.0,1.92,27.1,0.056,0.0
1967-01-29,21.1,72.0,1.5,26.8,0.055,0.0
1967-01-30,19.3,65.0,1.19,24.7,0.054,0.0
1967-01-31,18.4,56.0,1.4,24.1,0.053,0.0
1967-02-01,21.1,59.0,2.32,27.0,0.053,0.0
1967-02-02,19.6,79.0,1.27,25.9,0.052,0.0
1967-02-03,19.2,77.0,1.01,24.3,0.065,0.0
1967-02-04,20.3,69.0,1.49,25.7,0.064,0.0
1967-02-05,22.7,70.0,2.18,27.4,0.058,0.0
1967-02-06,22.4,74.0,1.68,28.9,0.055,0.0
1967-02-07,20.9,77.0,1.19,26.2,0.054,0.0
1967-02-08,21.6,67.0,1.92,26.2,0.053,0.0
1967-02-09,23.3,63.0,2.37,27.6,0.052,0.0
1967-02-10,23.0,63.0,2.1,27.3,0.052,0.0
1967-02-11,25.3,56.0,3.56,30.3,0.051,0.0
1967-02-12,23.7,70.0,2.17,30.0,0.051,0.0
1967-02-13,20.3,86.0,1.3,27.6,0.052,0.1
1967-02-14,20.1,75.0,1.3,25.4,0.06,0.4
1967-02-15,21.4,66.0,1.34,25.8,0.06,0.3
1967-02-16,22.0,69.0,1.82,26.2,0.057,0.1
1967-02-17,20.9,74.0,1.25,25.5,0.055,0.0
1967-02-18,20.4,61.0,2.07,25.5,0.054,0.0
1967-02-19,20.8,55.0,2.38,26.4,0.053,0.0
1967-02-20,20.7,70.0,2.21,27.0,0.052,0.0
1967-02-21,19.7,77.0,1.49,26.4,0.051,0.0
1967-02-22,19.7,83.0,1.02,26.8,0.051,0.0
1967-02-23,20.4,82.0,1.42,26.2,0.051,0.0
1967-02-24,19.6,75.0,1.17,24.4,0.05,0.0
1967-02-25,20.7,64.0,1.79,24.8,0.05,0.0
1967-02-26,21.2,66.0,1.93,25.5,0.05,0.0
1967-02-27,19.4,74.0,1.25,24.3,0.05,0.0
1967-02-28,21.6,66.0,2.26,26.1,0.05,0.0
1967-03-01,18.6,82.0,0.99,23.5,0.053,0.8
1967-03-02,17.1,77.0,0.89,20.8,0.055,0.1
1967-03-03,20.8,52.0,2.5,24.4,0.054,0.0
1967-03-04,23.0,57.0,3.62,27.4,0.053,0.1
1967-03-05,22.0,74.0,1.86,27.8,0.052,0.0
1967-03-06,22.2,77.0,1.81,27.7,0.052,0.0
1967-03-07,23.0,77.0,1.57,28.7,0.052,0.0
1967-03-08,21.1,82.0,1.27,27.7,0.054,0.0
1967-03-09,17.9,87.0,0.67,21.0,0.068,2.4
1967-03-10,17.4,67.0,1.22,21.3,0.082,0.0
1967-03-11,18.0,68.0,1.24,22.1,0.072,0.0
1967-03-12,17.5,70.0,1.13,21.7,0.068,0.2
1967-03-13,19.2,59.0,2.07,23.4,0.064,0.0
1967-03-14,19.9,62.0,2.0,24.1,0.059,0.0
1967-03-15,22.1,64.0,2.7,25.7,0.056,0.0
1967-03-16,21.7,73.0,1.93,26.4,0.055,0.0
1967-03-17,20.6,77.0,1.38,24.6,0.053,0.0
1967-03-18,19.0,72.0,1.1,22.7,0.053,0.0
1967-03-19,18.5,59.0,1.73,23.0,0.053,0.0
1967-03-20,18.9,65.0,1.92,24.2,0.052,0.0
1967-03-21,21.3,65.0,2.42,26.0,0.051,0.0
1967-03-22,19.8,80.0,1.14,23.7,0.051,0.0
1967-03-23,22.3,67.0,2.4,26.6,0.051,0.0
1967-03-24,20.3,83.0,1.1,24.9,0.051,0.0
1967-03-25,19.7,73.0,1.4,24.2,0.054,0.7
1967-03-26,20.6,66.0,2.15,25.3,0.053,0.0
1967-03-27,18.4,83.0,1.09,24.2,0.053,0.0
1967-03-28,20.8,69.0,2.09,25.0,0.052,0.0
1967-03-29,18.2,80.0,0.98,21.9,0.052,0.0
1967-03-30,18.3,73.0,1.18,21.9,0.052,0.0
1967-03-31,17.3,67.0,1.15,21.8,0.052,0.0
1967-04-01,16.5,78.0,0.94,19.6,0.076,1.3
1967-04-02,17.9,67.0,1.46,21.5,0.076,0.0
1967-04-03,19.7,70.0,2.0,22.9,0.068,0.0
1967-04-04,19.3,81.0,1.34,22.7,0.063,0.0
1967-04-05,20.6,69.0,1.5,23.0,0.06,0.0
1967-04-06,20.3,71.0,1.52,23.9,0.058,0.0
1967-04-07,17.4,88.0,0.68,20.9,0.058,0.1
1967-04-08,17.3,83.0,0.98,21.2,0.059,0.5
1967-04-09,18.6,71.0,1.44,21.2,0.059,0.0
1967-04-10,19.6,61.0,2.15,22.2,0.057,0.0
1967-04-11,20.9,69.0,1.68,24.2,0.055,1.7
1967-04-12,17.6,88.0,0.64,19.9,0.068,0.7
1967-04-13,18.9,83.0,0.91,21.6,0.081,0.0
1967-04-14,19.5,76.0,1.61,22.7,0.074,0.0
1967-04-15,16.7,89.0,0.51,19.3,0.085,2.5
1967-04-16,14.9,72.0,0.88,17.3,0.098,0.0
1967-04-17,16.6,67.0,1.22,18.4,0.09,0.0
1967-04-18,19.2,64.0,1.96,20.8,0.081,0.0
1967-04-19,16.0,87.0,0.38,17.3,0.104,2.6
1967-04-20,15.1,86.0,0.5,16.4,0.186,3.8
1967-04-21,13.3,74.0,0.91,15.1,0.199,0.7
1967-04-22,13.1,71.0,1.2,14.8,0.168,0.0
1967-04-23,15.2,81.0,1.01,15.7,0.148,0.0
1967-04-24,14.8,89.0,0.55,15.3,0.157,7.1
1967-04-25,14.1,74.0,0.73,16.0,0.207,0.4
1967-04-26,12.4,75.0,0.7,14.3,0.183,0.1
1967-04-27,12.8,91.0,0.28,13.1,0.232,2.7
1967-04-28,14.0,81.0,0.58,15.0,0.226,0.4
1967-04-29,13.8,85.0,0.81,15.4,0.2,0.0
1967-04-30,13.5,87.0,0.56,14.4,0.186,1.0
1967-05-01,14.2,82.0,0.66,16.1,0.181,0.0
1967-05-02,13.9,81.0,0.76,15.1,0.17,0.3
1967-05-03,14.7,84.0,0.6,15.4,0.17,1.2
1967-05-04,15.6,85.0,0.77,16.8,0.165,8.6
1967-05-05,14.7,91.0,0.38,15.4,0.162,4.2
1967-05-06,15.7,89.0,0.59,16.4,0.187,4.7
1967-05-07,14.8,87.0,0.67,16.3,0.19,0.1
1967-05-08,16.0,80.0,1.15,16.6,0.175,0.0
1967-05-09,16.1,89.0,0.6,16.8,0.162,0.0
1967-05-10,17.4,85.0,1.04,18.3,0.152,0.0
1967-05-11,16.5,90.0,0.53,17.8,0.151,0.5
1967-05-12,15.0,88.0,0.59,17.0,0.188,0.0
1967-05-13,14.2,87.0,0.66,15.5,0.178,0.0
1967-05-14,13.8,88.0,0.73,15.0,0.169,0.0
1967-05-15,14.0,88.0,0.8,15.2,0.158,0.0
1967-05-16,15.0,87.0,0.82,15.8,0.149,0.0
1967-05-17,15.0,90.0,0.63,16.4,0.14,0.0
1967-05-18,16.2,78.0,1.62,15.7,0.131,0.0
1967-05-19,16.9,81.0,0.7,17.0,0.123,0.0
1967-05-20,15.4,85.0,0.48,16.8,0.136,8.6
1967-05-21,12.9,82.0,0.6,14.5,0.264,10.4
1967-05-22,13.8,87.0,0.5,14.4,0.254,2.5
1967-05-23,13.2,88.0,0.97,14.4,0.227,0.0
1967-05-24,13.4,93.0,0.41,14.4,0.211,0.0
1967-05-25,13.9,90.0,0.51,14.2,0.201,0.0
1967-05-26,13.7,70.0,0.8,14.1,0.192,3.1
1967-05-27,13.3,63.0,0.94,13.6,0.181,0.0
1967-05-28,12.8,72.0,0.97,13.1,0.171,0.0
1967-05-29,12.8,79.0,1.12,12.5,0.163,0.0
1967-05-30,13.6,84.0,0.52,12.5,0.16,1.1
1967-05-31,14.2,85.0,0.74,14.5,0.182,0.6
1967-06-01,13.6,89.0,0.58,14.4,0.178,0.0
1967-06-02,12.5,88.0,0.68,14.0,0.169,0.0
1967-06-03,13.0,77.0,1.32,12.8,0.16,0.0
1967-06-04,12.9,78.0,0.7,12.1,0.153,0.8
1967-06-05,12.4,85.0,0.44,13.6,0.186,10.1
1967-06-06,13.4,89.0,0.25,13.0,0.221,1.8
1967-06-07,15.0,85.0,0.57,15.1,0.242,0.0
1967-06-08,13.9,89.0,0.35,14.1,0.245,5.6
1967-06-09,13.6,87.0,0.48,13.7,0.265,25.5
1967-06-10,11.9,74.0,0.52,12.5,0.284,16.8
1967-06-11,10.9,75.0,0.69,11.4,0.267,0.9
1967-06-12,11.2,77.0,0.52,11.5,0.266,3.6
1967-06-13,10.9,78.0,0.74,10.5,0.247,0.0
1967-06-14,10.8,78.0,0.74,10.1,0.232,0.0
1967-06-15,11.7,76.0,0.8,10.1,0.22,0.0
1967-06-16,13.4,80.0,0.73,12.4,0.21,0.0
1967-06-17,12.9,81.0,0.76,13.0,0.203,0.0
1967-06-18,13.5,86.0,0.38,13.0,0.21,0.8
1967-06-19,13.2,86.0,0.46,13.4,0.251,3.1
1967-06-20,12.3,84.0,0.58,12.6,0.231,0.0
1967-06-21,11.0,92.0,0.31,11.3,0.218,0.0
1967-06-22,12.0,89.0,0.47,12.4,0.21,0.0
1967-06-23,13.0,71.0,0.68,12.9,0.263,10.8
1967-06-24,10.8,78.0,0.79,11.5,0.237,0.0
1967-06-25,13.0,78.0,0.64,11.9,0.221,0.0
1967-06-26,12.7,88.0,0.32,12.3,0.22,2.3
1967-06-27,12.7,82.0,0.6,12.5,0.224,8.1
1967-06-28,11.2,81.0,0.53,11.8,0.213,0.0
1967-06-29,10.4,82.0,0.65,10.5,0.204,0.1
1967-06-30,11.6,81.0,0.57,11.3,0.212,0.0
1967-07-01,10.8,80.0,0.51,11.0,0.227,0.2
1967-07-02,11.1,79.0,0.64,11.0,0.217,3.2
1967-07-03,11.3,70.0,0.56,11.3,0.215,5.5
1967-07-04,10.1,68.0,0.74,10.4,0.206,0.0
1967-07-05,10.6,80.0,0.75,10.3,0.195,0.0
1967-07-06,10.9,84.0,0.98,10.8,0.187,0.0
1967-07-07,11.7,88.0,0.56,11.4,0.181,0.0
1967-07-08,11.9,84.0,0.8,12.1,0.175,0.0
1967-07-09,12.7,77.0,1.41,12.1,0.169,0.0
1967-07-10,15.0,69.0,1.56,13.6,0.162,0.0
