region,year,week,ftd
Warm Bokkeveld,2017,8,0.14
Warm Bokkeveld,2017,9,0.164
Warm Bokkeveld,2017,10,0.224
Warm Bokkeveld,2017,11,0.48
Warm Bokkeveld,2017,12,0.273
Warm Bokkeveld,2017,13,0.649
Warm Bokkeveld,2017,14,0.7664
Warm Bokkeveld,2017,15,0.3852
Warm Bokkeveld,2017,16,0.512
Warm Bokkeveld,2017,17,0.447
Warm Bokkeveld,2017,18,0.375
Warm Bokkeveld,2017,19,0.2409
Warm Bokkeveld,2017,20,0.4048
Warm Bokkeveld,2017,21,0.199
Warm Bokkeveld,2017,22,0.1989
Warm Bokkeveld,2017,23,0.00754
Warm Bokkeveld,2017,24,0.0
Warm Bokkeveld,2017,25,0.0
Warm Bokkeveld,2017,26,0.0
Warm Bokkeveld,2017,27,0.0
Warm Bokkeveld,2017,28,0.0
Warm Bokkeveld,2017,29,0.0
Warm Bokkeveld,2017,30,0.0
Warm Bokkeveld,2017,31,0.0
Warm Bokkeveld,2017,32,0.0
Warm Bokkeveld,2017,33,0.0
Warm Bokkeveld,2017,34,0.0
Warm Bokkeveld,2017,35,0.0
Warm Bokkeveld,2017,36,0.0
Warm Bokkeveld,2017,37,0.0005
Warm Bokkeveld,2017,38,0.0
Warm Bokkeveld,2017,39,0.0
Warm Bokkeveld,2017,40,0.00152
Warm Bokkeveld,2017,41,0.0
Warm Bokkeveld,2017,42,0.001
Warm Bokkeveld,2017,43,0.001
Warm Bokkeveld,2017,44,0.0
Warm Bokkeveld,2017,45,0.0005
Warm Bokkeveld,2017,46,0.000508
Warm Bokkeveld,2017,47,0.0152
Warm Bokkeveld,2017,48,0.0035
Warm Bokkeveld,2017,49,0.0071
Warm Bokkeveld,2017,50,0.0035
Warm Bokkeveld,2017,51,0.0015
Warm Bokkeveld,2017,52,0.0051
Warm Bokkeveld,2018,1,0.00559
Warm Bokkeveld,2018,2,0.0152
Warm Bokkeveld,2018,3,0.00306
Warm Bokkeveld,2018,4,0.00714
Warm Bokkeveld,2018,5,0.01479
Warm Bokkeveld,2018,6,0.0311
Warm Bokkeveld,2018,7,0.0198
Warm Bokkeveld,2018,8,0.068
Warm Bokkeveld,2018,9,0.0474
Warm Bokkeveld,2018,10,0.0765
Warm Bokkeveld,2018,11,0.0658
Warm Bokkeveld,2018,12,0.06392
Warm Bokkeveld,2018,13,0.1331
Warm Bokkeveld,2018,14,0.178
Warm Bokkeveld,2018,15,0.7294
Warm Bokkeveld,2018,16,0.232
Warm Bokkeveld,2018,17,0.0494
Warm Bokkeveld,2018,18,0.0147
Warm Bokkeveld,2018,19,0.0576
Warm Bokkeveld,2018,20,0.0408
Warm Bokkeveld,2018,21,0.0234
Warm Bokkeveld,2018,22,0.0173
Warm Bokkeveld,2018,23,0.001
Warm Bokkeveld,2018,24,0.0
Warm Bokkeveld,2018,25,0.0
Warm Bokkeveld,2018,26,0.0
Warm Bokkeveld,2018,27,0.0
Warm Bokkeveld,2018,28,0.0
Warm Bokkeveld,2018,29,0.0
Warm Bokkeveld,2018,30,0.0
Warm Bokkeveld,2018,31,0.0
Warm Bokkeveld,2018,32,0.0
Warm Bokkeveld,2018,33,0.0
Warm Bokkeveld,2018,34,0.0
Warm Bokkeveld,2018,35,0.0
Warm Bokkeveld,2018,36,0.0
Warm Bokkeveld,2018,37,0.0
Warm Bokkeveld,2018,38,0.0
Warm Bokkeveld,2018,39,0.0
Warm Bokkeveld,2018,40,0.0
Warm Bokkeveld,2018,41,0.0071
Warm Bokkeveld,2018,42,0.0
Warm Bokkeveld,2018,43,0.0
Warm Bokkeveld,2018,44,0.0
Warm Bokkeveld,2018,45,0.00051
Warm Bokkeveld,2018,46,0.00051
Warm Bokkeveld,2018,47,0.00102
Warm Bokkeveld,2018,48,0.00408
Warm Bokkeveld,2018,49,0.0056
Warm Bokkeveld,2018,50,0.0051
Warm Bokkeveld,2018,51,0.002551
Warm Bokkeveld,2018,52,0.0256
Warm Bokkeveld,2019,1,0.1896
Warm Bokkeveld,2019,2,0.026
Warm Bokkeveld,2019,3,0.023
Warm Bokkeveld,2019,4,0.0305
Warm Bokkeveld,2019,5,0.0225
Warm Bokkeveld,2019,6,0.0333
Warm Bokkeveld,2019,7,0.0225
Warm Bokkeveld,2019,8,0.0795
Warm Bokkeveld,2019,9,0.0515
Warm Bokkeveld,2019,10,0.152
Warm Bokkeveld,2019,11,0.0633
Warm Bokkeveld,2019,12,0.2189
Warm Bokkeveld,2019,13,0.2886
Warm Bokkeveld,2019,14,0.168
Warm Bokkeveld,2019,15,0.156
Warm Bokkeveld,2019,16,0.184
Warm Bokkeveld,2019,17,0.167
Warm Bokkeveld,2019,18,0.294
Warm Bokkeveld,2019,19,0.235
Warm Bokkeveld,2019,20,0.199
Warm Bokkeveld,2019,21,0.034
Warm Bokkeveld,2019,22,0.017
Warm Bokkeveld,2019,23,0.0127
Warm Bokkeveld,2019,24,0.0054
Warm Bokkeveld,2019,25,0.0054
Warm Bokkeveld,2019,26,0.0
Warm Bokkeveld,2019,27,0.0
Warm Bokkeveld,2019,28,0.0
Warm Bokkeveld,2019,29,0.0
Warm Bokkeveld,2019,30,0.0
Warm Bokkeveld,2019,31,0.0
Warm Bokkeveld,2019,32,0.0
Warm Bokkeveld,2019,33,0.0
Warm Bokkeveld,2019,34,0.0
Warm Bokkeveld,2019,35,0.0019
Warm Bokkeveld,2019,36,0.0
Warm Bokkeveld,2019,37,0.0
Warm Bokkeveld,2019,38,0.0
Warm Bokkeveld,2019,39,0.0
Warm Bokkeveld,2019,40,0.001
Warm Bokkeveld,2019,41,0.001
Warm Bokkeveld,2019,42,0.0028
Warm Bokkeveld,2019,43,0.001
Warm Bokkeveld,2019,44,0.0004
Warm Bokkeveld,2019,45,0.0003
Warm Bokkeveld,2019,46,0.0024
Warm Bokkeveld,2019,47,0.001
Warm Bokkeveld,2019,48,0.0004
Warm Bokkeveld,2019,49,0.005
Warm Bokkeveld,2019,50,0.0019
Warm Bokkeveld,2019,51,0.0009
Warm Bokkeveld,2019,52,0.0088
Warm Bokkeveld,2020,1,0.08
Warm Bokkeveld,2020,2,0.027
Warm Bokkeveld,2020,3,0.0044
Warm Bokkeveld,2020,4,0.245
Warm Bokkeveld,2020,5,0.0247
Warm Bokkeveld,2020,6,0.3811
Warm Bokkeveld,2020,7,0.07
Warm Bokkeveld,2020,8,0.117
Warm Bokkeveld,2020,9,0.129
Warm Bokkeveld,2020,10,0.196
Warm Bokkeveld,2020,11,0.285
Warm Bokkeveld,2020,12,0.269
Warm Bokkeveld,2020,13,0.054
Warm Bokkeveld,2020,41,0.0
Warm Bokkeveld,2020,42,0.0
Warm Bokkeveld,2020,43,0.0
Warm Bokkeveld,2020,44,0.01
Warm Bokkeveld,2020,45,0.004
Warm Bokkeveld,2020,46,0.0009
Warm Bokkeveld,2020,47,0.0009
Warm Bokkeveld,2020,48,0.005
Warm Bokkeveld,2020,49,0.0014
Warm Bokkeveld,2020,50,0.0059
Warm Bokkeveld,2020,51,0.0064
Warm Bokkeveld,2020,52,0.02
Warm Bokkeveld,2021,1,0.024
Warm Bokkeveld,2021,2,0.024
Warm Bokkeveld,2021,3,0.01
Warm Bokkeveld,2021,4,0.049
Warm Bokkeveld,2021,5,0.033
Warm Bokkeveld,2021,6,0.025
Warm Bokkeveld,2021,7,0.033
Warm Bokkeveld,2021,8,0.059
Warm Bokkeveld,2021,9,0.068
Warm Bokkeveld,2021,10,0.113
Warm Bokkeveld,2021,11,0.114
Warm Bokkeveld,2021,12,0.114
Warm Bokkeveld,2021,13,0.11
Warm Bokkeveld,2021,14,0.247
Warm Bokkeveld,2021,15,0.12
Warm Bokkeveld,2021,16,0.056
Warm Bokkeveld,2021,17,0.0143
Warm Bokkeveld,2021,18,0.216
Warm Bokkeveld,2021,19,0.143
Warm Bokkeveld,2021,20,0.214
Warm Bokkeveld,2021,21,0.196
Warm Bokkeveld,2021,22,0.21
Warm Bokkeveld,2021,23,0.01
Warm Bokkeveld,2021,24,0.0004
Warm Bokkeveld,2021,25,0.0004
Warm Bokkeveld,2021,26,0.0
Warm Bokkeveld,2021,27,0.0
Warm Bokkeveld,2021,28,0.0
Warm Bokkeveld,2021,29,0.0
Warm Bokkeveld,2021,30,0.0
Warm Bokkeveld,2021,31,0.0
Warm Bokkeveld,2021,32,0.0
Warm Bokkeveld,2021,33,0.0
Warm Bokkeveld,2021,34,0.0
Warm Bokkeveld,2021,35,0.0
Warm Bokkeveld,2021,36,0.0
Warm Bokkeveld,2021,37,0.0
Warm Bokkeveld,2021,38,0.0
Warm Bokkeveld,2021,39,0.0
Warm Bokkeveld,2021,40,0.0001
Warm Bokkeveld,2021,41,0.0001
Warm Bokkeveld,2021,42,0.0
Warm Bokkeveld,2021,43,0.0002
Warm Bokkeveld,2021,44,0.001
Warm Bokkeveld,2021,45,0.007
Warm Bokkeveld,2021,46,0.015
Warm Bokkeveld,2021,47,0.0009
Warm Bokkeveld,2021,48,0.0
Warm Bokkeveld,2021,49,0.0
Warm Bokkeveld,2021,50,0.0004
Warm Bokkeveld,2021,51,0.0
Warm Bokkeveld,2021,52,0.0
Warm Bokkeveld,2022,1,0.067
Warm Bokkeveld,2022,2,0.054
Warm Bokkeveld,2022,3,0.023
Warm Bokkeveld,2022,4,0.026
Warm Bokkeveld,2022,5,0.049
Warm Bokkeveld,2022,6,0.063
Warm Bokkeveld,2022,7,0.046
Warm Bokkeveld,2022,8,0.101
Warm Bokkeveld,2022,9,0.231
Warm Bokkeveld,2022,10,0.13
Warm Bokkeveld,2022,11,0.164
Warm Bokkeveld,2022,12,0.213
Warm Bokkeveld,2022,13,0.463
Warm Bokkeveld,2022,14,0.621
Warm Bokkeveld,2022,15,0.37
Warm Bokkeveld,2022,16,0.559
Warm Bokkeveld,2022,17,0.104
Warm Bokkeveld,2022,18,0.113
Warm Bokkeveld,2022,19,0.131
Warm Bokkeveld,2022,20,0.0
Warm Bokkeveld,2022,21,0.154
Warm Bokkeveld,2022,22,0.119
Warm Bokkeveld,2022,23,0.099
Warm Bokkeveld,2022,24,0.046
Warm Bokkeveld,2022,25,0.025
Warm Bokkeveld,2022,26,0.149
Warm Bokkeveld,2022,33,0.569
Warm Bokkeveld,2022,34,0.0
Warm Bokkeveld,2022,35,0.0
Warm Bokkeveld,2022,36,0.0
Warm Bokkeveld,2022,37,0.0
Warm Bokkeveld,2022,38,0.0
Warm Bokkeveld,2022,39,0.0
Warm Bokkeveld,2022,40,0.004
Warm Bokkeveld,2022,41,0.009
Warm Bokkeveld,2022,42,0.03
Warm Bokkeveld,2022,43,0.004
Warm Bokkeveld,2022,44,0.0049
Warm Bokkeveld,2022,45,0.006
Warm Bokkeveld,2022,46,0.013
Warm Bokkeveld,2022,47,0.004
Warm Bokkeveld,2022,48,0.014
Warm Bokkeveld,2022,49,0.014
Warm Bokkeveld,2022,50,0.0
Warm Bokkeveld,2022,51,0.0
Warm Bokkeveld,2022,52,0.0
Warm Bokkeveld,2023,1,0.053
Warm Bokkeveld,2023,2,0.053
Warm Bokkeveld,2023,3,0.027
Warm Bokkeveld,2023,4,0.06
Warm Bokkeveld,2023,5,0.045
Warm Bokkeveld,2023,6,0.079
Warm Bokkeveld,2023,7,0.03
Warm Bokkeveld,2023,8,0.031
Warm Bokkeveld,2023,9,0.03
Warm Bokkeveld,2023,10,0.02
Warm Bokkeveld,2023,11,0.02
Warm Bokkeveld,2023,12,0.01
Warm Bokkeveld,2023,13,0.05
Warm Bokkeveld,2023,14,0.046
Warm Bokkeveld,2023,15,0.039
Warm Bokkeveld,2023,16,0.013
Warm Bokkeveld,2023,17,0.0
Warm Bokkeveld,2023,18,0.017
Warm Bokkeveld,2023,19,0.018
Warm Bokkeveld,2023,20,0.024
Warm Bokkeveld,2023,21,0.0
Warm Bokkeveld,2023,22,0.0
Warm Bokkeveld,2023,23,0.0
Warm Bokkeveld,2023,24,0.0
Warm Bokkeveld,2023,25,0.0
Warm Bokkeveld,2023,26,0.1558
Warm Bokkeveld,2023,27,0.002
Warm Bokkeveld,2023,28,0.0
Warm Bokkeveld,2023,29,0.0
Warm Bokkeveld,2023,30,0.0
Warm Bokkeveld,2023,31,0.0
Warm Bokkeveld,2023,32,0.0
Warm Bokkeveld,2023,33,0.0
Warm Bokkeveld,2023,34,0.0009
Warm Bokkeveld,2023,35,0.0
Warm Bokkeveld,2023,36,0.0
Warm Bokkeveld,2023,37,0.0
Warm Bokkeveld,2023,38,0.0
Warm Bokkeveld,2023,39,0.0
Warm Bokkeveld,2023,40,0.0
Warm Bokkeveld,2023,41,0.0
Warm Bokkeveld,2023,42,0.0
Warm Bokkeveld,2023,43,0.004
Warm Bokkeveld,2023,44,0.001
Warm Bokkeveld,2023,45,0.002
Warm Bokkeveld,2023,46,0.006
Warm Bokkeveld,2023,47,0.006
Warm Bokkeveld,2023,48,0.001
Warm Bokkeveld,2023,49,0.0045
Warm Bokkeveld,2023,50,0.006
Warm Bokkeveld,2023,51,0.003
Warm Bokkeveld,2023,52,0.0085
Warm Bokkeveld,2024,1,0.022
Warm Bokkeveld,2024,2,0.02
Warm Bokkeveld,2024,3,0.006
Warm Bokkeveld,2024,4,0.021
Warm Bokkeveld,2024,5,0.026
Warm Bokkeveld,2024,6,0.011
Warm Bokkeveld,2024,7,0.016
Warm Bokkeveld,2024,8,0.017
Warm Bokkeveld,2024,9,0.005
Warm Bokkeveld,2024,10,0.051
Warm Bokkeveld,2024,11,0.049
Warm Bokkeveld,2024,12,0.034
Warm Bokkeveld,2024,13,0.029
Warm Bokkeveld,2024,14,0.03
Warm Bokkeveld,2024,15,0.0888
Warm Bokkeveld,2024,16,0.135
Warm Bokkeveld,2024,17,0.12
Warm Bokkeveld,2024,18,0.0026
Warm Bokkeveld,2024,19,0.085
Warm Bokkeveld,2024,20,0.076
Warm Bokkeveld,2024,21,0.062
Warm Bokkeveld,2024,22,0.013
Warm Bokkeveld,2024,23,0.0
Warm Bokkeveld,2024,24,0.0
Warm Bokkeveld,2024,25,0.0
Warm Bokkeveld,2024,26,0.0
Warm Bokkeveld,2024,27,0.0
Warm Bokkeveld,2024,28,0.0
Warm Bokkeveld,2024,29,0.0
Warm Bokkeveld,2024,30,0.0
Warm Bokkeveld,2024,31,0.0
Warm Bokkeveld,2024,32,0.0
Warm Bokkeveld,2024,33,0.0
Warm Bokkeveld,2024,34,0.0
Warm Bokkeveld,2024,35,0.0
Warm Bokkeveld,2024,36,0.0
Warm Bokkeveld,2024,37,0.0
Warm Bokkeveld,2024,38,0.0
Warm Bokkeveld,2024,39,0.0
Warm Bokkeveld,2024,40,0.0
Warm Bokkeveld,2024,41,0.002
Warm Bokkeveld,2024,42,0.001
Warm Bokkeveld,2024,43,0.0005
Warm Bokkeveld,2024,44,0.0025
Warm Bokkeveld,2024,45,0.001
Warm Bokkeveld,2024,46,0.0
Warm Bokkeveld,2024,47,0.0024
Warm Bokkeveld,2024,48,0.0025
Warm Bokkeveld,2024,49,0.0009
Warm Bokkeveld,2024,50,0.004
Warm Bokkeveld,2024,51,0.001
Warm Bokkeveld,2024,52,0.0
Warm Bokkeveld,2025,1,0.0
Warm Bokkeveld,2025,2,0.006
Warm Bokkeveld,2025,3,0.003
Warm Bokkeveld,2025,4,0.01
Warm Bokkeveld,2025,5,0.01
Warm Bokkeveld,2025,6,0.015
Warm Bokkeveld,2025,7,0.02
Warm Bokkeveld,2025,8,0.02
Warm Bokkeveld,2025,9,0.01
Warm Bokkeveld,2025,10,0.02
Warm Bokkeveld,2025,11,0.04
Warm Bokkeveld,2025,12,0.018
Warm Bokkeveld,2025,13,0.05
Warm Bokkeveld,2025,14,0.027
Warm Bokkeveld,2025,15,0.03
Warm Bokkeveld,2025,16,0.065
Warm Bokkeveld,2025,17,0.042
Warm Bokkeveld,2025,18,0.016
Warm Bokkeveld,2025,19,0.053
Warm Bokkeveld,2025,20,0.078
Warm Bokkeveld,2025,21,0.025
Warm Bokkeveld,2025,22,0.007
Warm Bokkeveld,2025,23,0.011
Warm Bokkeveld,2025,24,0.004
Warm Bokkeveld,2025,27,0.007
Warm Bokkeveld,2025,28,0.012
Warm Bokkeveld,2025,29,0.005
Warm Bokkeveld,2025,30,0.001
Warm Bokkeveld,2025,31,0.0
Warm Bokkeveld,2025,32,0.008
Warm Bokkeveld,2025,33,0.003
Warm Bokkeveld,2025,34,0.0
Warm Bokkeveld,2025,35,0.0
Warm Bokkeveld,2025,36,0.008
Warm Bokkeveld,2025,37,0.003
Warm Bokkeveld,2025,38,0.0
Warm Bokkeveld,2025,39,0.004
Warm Bokkeveld,2025,40,0.0
Warm Bokkeveld,2025,41,0.006
Warm Bokkeveld,2025,42,0.003
Warm Bokkeveld,2025,43,0.003
Warm Bokkeveld,2025,44,0.001
Warm Bokkeveld,2025,45,0.0
Warm Bokkeveld,2025,46,0.002
Warm Bokkeveld,2025,47,0.004
Warm Bokkeveld,2025,48,0.0079
Warm Bokkeveld,2025,49,0.01
Warm Bokkeveld,2025,50,0.011
Warm Bokkeveld,2025,51,0.012
Warm Bokkeveld,2025,52,0.007
Warm Bokkeveld,2026,1,0.011
Warm Bokkeveld,2026,2,0.01
Warm Bokkeveld,2026,3,0.013
Warm Bokkeveld,2026,4,0.029
Warm Bokkeveld,2026,5,0.029
Warm Bokkeveld,2026,6,0.036
Warm Bokkeveld,2026,7,0.043
Warm Bokkeveld,2026,8,0.053
Warm Bokkeveld,2026,9,0.051
Warm Bokkeveld,2026,10,0.059
Warm Bokkeveld,2026,11,0.126
Warm Bokkeveld,2026,12,0.116
Warm Bokkeveld,2026,13,0.047
Warm Bokkeveld,2026,14,0.052
Warm Bokkeveld,2026,15,0.073
Warm Bokkeveld,2026,16,0.043
Warm Bokkeveld,2026,17,0.06
Warm Bokkeveld,2026,19,0.029
Warm Bokkeveld,2026,22,0.009
Warm Bokkeveld,2026,23,0.0029
Warm Bokkeveld,2026,24,0.0039
Warm Bokkeveld,2026,25,0.0049
Warm Bokkeveld,2026,26,0.0049
Warm Bokkeveld,2026,27,0.0059
Warm Bokkeveld,2026,28,0.0019
Warm Bokkeveld,2026,29,0.0
Warm Bokkeveld,2026,30,0.007
Warm Bokkeveld,2026,31,0.006
Warm Bokkeveld,2026,32,0.001
Warm Bokkeveld,2026,33,0.0
Wolseley,2010,1,2.2067
Wolseley,2010,2,1.7161
Wolseley,2010,3,2.8364
Wolseley,2010,4,2.9699
Wolseley,2010,5,4.4379
Wolseley,2010,6,4.56
Wolseley,2010,7,4.872
Wolseley,2010,8,4.678
Wolseley,2010,9,5.578
Wolseley,2010,10,5.987
Wolseley,2010,11,16.346
Wolseley,2010,12,16.678
Wolseley,2010,13,17.12
Wolseley,2010,14,17.29
Wolseley,2010,15,26.998
Wolseley,2010,16,27.124
Wolseley,2010,17,27.675
Wolseley,2010,18,29.714
Wolseley,2010,19,19.456
Wolseley,2010,20,15.7064
Wolseley,2010,21,26.009
Wolseley,2010,22,16.3088
Wolseley,2010,23,16.216
Wolseley,2010,24,17.645
Wolseley,2010,25,17.213
Wolseley,2010,26,18.953
Wolseley,2010,27,12.651
Wolseley,2010,28,6.891
Wolseley,2010,29,5.656
Wolseley,2010,30,2.754
Wolseley,2010,31,0.7714
Wolseley,2010,32,0.771
Wolseley,2010,33,1.2228
Wolseley,2010,34,0.9468
Wolseley,2010,35,0.3714
Wolseley,2010,36,0.188
Wolseley,2010,37,0.1351
Wolseley,2010,38,0.1861
Wolseley,2010,39,0.1461
Wolseley,2010,40,0.099
Wolseley,2010,41,1.465
Wolseley,2010,42,1.88
Wolseley,2010,43,2.1885
Wolseley,2010,44,1.865
Wolseley,2010,45,0.921
Wolseley,2010,46,0.1922
Wolseley,2010,47,0.1465
Wolseley,2010,48,0.2227
Wolseley,2010,49,0.06109
Wolseley,2010,50,0.9868
Wolseley,2010,51,1.1056
Wolseley,2010,52,1.139
Wolseley,2011,1,2.61654
Wolseley,2011,2,1.40225
Wolseley,2011,3,1.46052
Wolseley,2011,4,1.0883
Wolseley,2011,5,2.0657
Wolseley,2011,6,2.109
Wolseley,2011,7,2.367
Wolseley,2011,8,3.067
Wolseley,2011,9,4.78
Wolseley,2011,10,5.865
Wolseley,2011,11,15.678
Wolseley,2011,12,15.289
Wolseley,2011,13,15.724
Wolseley,2011,14,21.89
Wolseley,2011,15,26.178
Wolseley,2011,16,26.367
Wolseley,2011,17,26.72
Wolseley,2011,18,27.375
Wolseley,2011,19,16.3452
Wolseley,2011,20,15.961
Wolseley,2011,21,25.667
Wolseley,2011,22,26.451
Wolseley,2011,23,27.922
Wolseley,2011,24,21.006
Wolseley,2011,25,15.916
Wolseley,2011,26,12.863
Wolseley,2011,27,9.651
Wolseley,2011,28,4.841
Wolseley,2011,29,3.662
Wolseley,2011,30,2.145
Wolseley,2011,31,0.886
Wolseley,2011,32,0.678
Wolseley,2011,33,0.887
Wolseley,2011,34,0.765
Wolseley,2011,35,0.295
Wolseley,2011,36,0.145
Wolseley,2011,37,0.1012
Wolseley,2011,38,0.114
Wolseley,2011,39,0.087
Wolseley,2011,40,0.065
Wolseley,2011,41,0.456
Wolseley,2011,42,0.976
Wolseley,2011,43,1.002
Wolseley,2011,44,1.478
Wolseley,2011,45,1.011
Wolseley,2011,46,0.089
Wolseley,2011,47,0.067
Wolseley,2011,48,0.178
Wolseley,2011,49,0.181
Wolseley,2011,50,0.256
Wolseley,2011,51,0.965
Wolseley,2011,52,1.012
Wolseley,2012,1,0.4494
Wolseley,2012,2,1.1135
Wolseley,2012,3,1.3189
Wolseley,2012,4,1.9256
Wolseley,2012,5,2.3174
Wolseley,2012,6,1.77
Wolseley,2012,7,2.64
Wolseley,2012,8,3.1
Wolseley,2012,9,4.45
Wolseley,2012,10,5.85
Wolseley,2012,11,13.2
Wolseley,2012,12,11.48
Wolseley,2012,13,10.37
Wolseley,2012,14,18.88
Wolseley,2012,15,24.02
Wolseley,2012,16,24.46
Wolseley,2012,17,26.63
Wolseley,2012,18,28.965
Wolseley,2012,19,34.789
Wolseley,2012,20,31.76
Wolseley,2012,21,28.6
Wolseley,2012,22,24.467
Wolseley,2012,23,21.8
Wolseley,2012,24,24.32
Wolseley,2012,25,13.62
Wolseley,2012,26,9.476
Wolseley,2012,27,7.0016
Wolseley,2012,28,4.2863
Wolseley,2012,29,3.666
Wolseley,2012,30,2.542
Wolseley,2012,31,1.036
Wolseley,2012,32,0.763
Wolseley,2012,33,0.452
Wolseley,2012,34,0.328
Wolseley,2012,35,0.216
Wolseley,2012,36,0.0048
Wolseley,2012,37,0.0041
Wolseley,2012,38,0.0019
Wolseley,2012,39,0.0
Wolseley,2012,40,0.0
Wolseley,2012,41,0.0
Wolseley,2012,42,0.0
Wolseley,2012,43,0.0756
Wolseley,2012,44,0.23319
Wolseley,2012,45,0.0452
Wolseley,2012,46,0.924
Wolseley,2012,47,1.745
Wolseley,2012,48,0.468
Wolseley,2012,49,0.771
Wolseley,2012,50,0.2289
Wolseley,2012,51,0.155
Wolseley,2012,52,0.149
Wolseley,2013,1,0.11765
Wolseley,2013,2,0.9937
Wolseley,2013,3,0.1995
Wolseley,2013,4,2.0924
Wolseley,2013,5,2.561
Wolseley,2013,6,3.142
Wolseley,2013,7,2.977
Wolseley,2013,8,4.45
Wolseley,2013,9,3.8853
Wolseley,2013,10,3.768
Wolseley,2013,11,3.841
Wolseley,2013,12,4.579
Wolseley,2013,13,4.448
Wolseley,2013,14,5.729
Wolseley,2013,15,8.868
Wolseley,2013,16,7.819
Wolseley,2013,17,14.878
Wolseley,2013,18,15.307
Wolseley,2013,19,17.501
Wolseley,2013,20,31.589
Wolseley,2013,21,39.6223
Wolseley,2013,22,21.56
Wolseley,2013,23,3.02
Wolseley,2013,24,2.8244
Wolseley,2013,25,7.836
Wolseley,2014,1,0.976
Wolseley,2014,2,1.0567
Wolseley,2014,3,0.987
Wolseley,2014,4,0.678
Wolseley,2014,5,1.066
Wolseley,2014,6,0.975
Wolseley,2014,7,1.236
Wolseley,2014,8,1.689
Wolseley,2014,9,1.8885
Wolseley,2014,10,2.123
Wolseley,2014,11,2.624
Wolseley,2014,12,2.7045
Wolseley,2014,13,4.332
Wolseley,2014,14,9.1281
Wolseley,2014,15,9.1448
Wolseley,2014,16,11.0176
Wolseley,2014,17,14.9883
Wolseley,2014,18,16.245
Wolseley,2014,19,13.125
Wolseley,2014,20,4.5899
Wolseley,2014,21,2.835
Wolseley,2014,22,2.635
Wolseley,2014,23,2.788
Wolseley,2014,24,2.126
Wolseley,2014,25,1.0678
Wolseley,2014,26,0.9455
Wolseley,2014,27,0.054
Wolseley,2014,28,0.0
Wolseley,2014,29,0.0
Wolseley,2014,30,0.047
Wolseley,2014,31,0.0255
Wolseley,2014,32,0.0367
Wolseley,2014,33,0.0025
Wolseley,2014,34,0.0
Wolseley,2014,35,0.0
Wolseley,2014,36,0.0
Wolseley,2014,37,0.0
Wolseley,2014,38,0.0
Wolseley,2014,39,0.0
Wolseley,2014,40,0.0
Wolseley,2014,41,0.0
Wolseley,2014,42,0.0
Wolseley,2014,43,0.0
Wolseley,2014,44,0.0
Wolseley,2014,45,0.00895
Wolseley,2014,46,0.039
Wolseley,2014,47,0.00591
Wolseley,2014,48,0.0234
Wolseley,2014,49,0.1683
Wolseley,2014,50,0.17613
Wolseley,2014,51,0.22505
Wolseley,2014,52,0.23651
Wolseley,2015,1,0.0547
Wolseley,2015,2,0.66341
Wolseley,2015,3,0.2152
Wolseley,2015,4,0.3229
Wolseley,2015,5,0.3972
Wolseley,2015,6,0.18
Wolseley,2015,7,0.8787
Wolseley,2015,8,0.3538
Wolseley,2015,9,0.231
Wolseley,2015,10,0.71
Wolseley,2015,11,0.273
Wolseley,2015,12,1.562
Wolseley,2015,13,0.432
Wolseley,2015,14,2.841
Wolseley,2015,15,5.277
Wolseley,2015,16,2.986
Wolseley,2015,17,3.77
Wolseley,2015,18,3.77
Wolseley,2015,19,3.982
Wolseley,2015,20,3.597
Wolseley,2015,21,2.0
Wolseley,2015,22,2.114
Wolseley,2015,23,0.9163
Wolseley,2015,24,0.096
Wolseley,2015,25,0.0505
Wolseley,2015,26,0.0
Wolseley,2015,27,0.0
Wolseley,2015,28,0.0
Wolseley,2015,29,0.0
Wolseley,2015,30,0.0
Wolseley,2015,31,0.0
Wolseley,2015,32,0.0
Wolseley,2015,33,0.0
Wolseley,2015,34,0.0
Wolseley,2015,35,0.0
Wolseley,2015,36,0.0
Wolseley,2015,37,0.0
Wolseley,2015,38,0.0
Wolseley,2015,39,0.0
Wolseley,2015,40,0.0069
Wolseley,2015,41,0.0
Wolseley,2015,42,0.00174
Wolseley,2015,43,0.0156
Wolseley,2015,44,0.0278
Wolseley,2015,45,0.0104
Wolseley,2015,46,0.048
Wolseley,2015,47,0.0354
Wolseley,2015,48,0.0234
Wolseley,2015,49,0.0505
Wolseley,2015,50,0.115
Wolseley,2015,51,0.0922
Wolseley,2015,52,0.0923
Wolseley,2016,1,0.164
Wolseley,2016,2,0.2351
Wolseley,2016,3,0.0935
Wolseley,2016,4,0.235
Wolseley,2016,5,0.651
Wolseley,2016,6,1.264
Wolseley,2016,7,0.087
Wolseley,2016,8,0.0733
Wolseley,2016,9,0.2895
Wolseley,2016,10,0.3261
Wolseley,2016,11,0.6965
Wolseley,2016,12,0.867
Wolseley,2016,13,0.91
Wolseley,2016,14,1.5107
Wolseley,2016,15,1.608
Wolseley,2016,16,2.79
Wolseley,2016,17,2.456
Wolseley,2016,18,3.1706
Wolseley,2016,19,2.1706
Wolseley,2016,20,2.1605
Wolseley,2016,21,0.92162
Wolseley,2016,22,1.0708
Wolseley,2016,23,0.114
Wolseley,2016,24,0.1605
Wolseley,2016,25,0.003
Wolseley,2016,26,0.0
