region,year,week,ftd
Vyeboom,2017,42,0.009
Vyeboom,2017,43,0.003
Vyeboom,2017,44,0.01
Vyeboom,2017,45,0.008
Vyeboom,2017,46,0.006
Vyeboom,2017,47,0.01
Vyeboom,2017,48,0.038
Vyeboom,2017,49,0.012
Vyeboom,2017,50,0.034
Vyeboom,2017,51,0.009
Vyeboom,2018,1,0.018
Vyeboom,2018,2,0.006
Vyeboom,2018,3,0.04
Vyeboom,2018,4,0.047
Vyeboom,2018,5,0.109
Vyeboom,2018,6,0.042
Vyeboom,2018,7,0.088
Vyeboom,2018,8,0.09
Vyeboom,2018,9,0.069
Vyeboom,2018,10,0.116
Vyeboom,2018,11,0.136
Vyeboom,2018,12,0.063
Vyeboom,2018,13,0.139
Vyeboom,2018,14,0.363
Vyeboom,2018,15,0.281
Vyeboom,2018,16,0.394
Vyeboom,2018,17,0.319
Vyeboom,2018,18,0.16
Vyeboom,2018,19,0.309
Vyeboom,2018,20,0.165
Vyeboom,2018,21,0.201
Vyeboom,2018,22,0.132
Vyeboom,2018,23,0.014
Vyeboom,2018,24,0.049
Vyeboom,2018,25,0.06
Vyeboom,2018,26,0.03
Vyeboom,2018,27,0.017
Vyeboom,2018,28,0.016
Vyeboom,2018,29,0.031
Vyeboom,2018,35,0.0
Vyeboom,2018,36,0.003
Vyeboom,2018,37,0.0
Vyeboom,2018,38,0.0
Vyeboom,2018,39,0.0
Vyeboom,2018,40,0.022
Vyeboom,2018,41,0.009
Vyeboom,2018,42,0.012
Vyeboom,2018,43,0.007
Vyeboom,2018,44,0.007
Vyeboom,2018,45,0.011
Vyeboom,2018,46,0.016
Vyeboom,2018,47,0.024
Vyeboom,2018,48,0.033
Vyeboom,2018,49,0.056
Vyeboom,2018,50,0.07
Vyeboom,2018,51,0.078
Vyeboom,2019,3,0.063
Vyeboom,2019,4,0.056
Vyeboom,2019,5,0.184
Vyeboom,2019,6,0.074
Vyeboom,2019,7,0.18
Vyeboom,2019,8,0.057
Vyeboom,2019,9,0.067
Vyeboom,2019,10,0.067
Vyeboom,2019,11,0.07
Vyeboom,2019,12,0.129
Vyeboom,2019,13,0.149
Vyeboom,2019,14,0.42
Vyeboom,2019,15,0.294
Vyeboom,2019,16,0.239
Vyeboom,2019,17,0.193
Vyeboom,2019,18,0.285
Vyeboom,2019,19,0.245
Vyeboom,2019,20,0.32
Vyeboom,2019,21,0.202
Vyeboom,2019,22,0.225
Vyeboom,2019,23,0.065
Vyeboom,2019,24,0.105
Vyeboom,2019,25,0.099
Vyeboom,2019,26,0.144
Vyeboom,2019,31,0.488
Vyeboom,2019,32,0.034
Vyeboom,2019,33,0.019
Vyeboom,2019,34,0.012
Vyeboom,2019,35,0.021
Vyeboom,2019,36,0.004
Vyeboom,2019,37,0.01
Vyeboom,2019,38,0.004
Vyeboom,2019,39,0.007
Vyeboom,2019,40,0.003
Vyeboom,2019,41,0.007
Vyeboom,2019,42,0.011
Vyeboom,2019,43,0.015
Vyeboom,2019,44,0.004
Vyeboom,2019,45,0.019
Vyeboom,2019,46,0.021
Vyeboom,2019,47,0.012
Vyeboom,2019,48,0.028
Vyeboom,2019,49,0.033
Vyeboom,2019,50,0.032
Vyeboom,2019,51,0.016
Vyeboom,2020,1,0.02
Vyeboom,2020,2,0.098
Vyeboom,2020,3,0.122
Vyeboom,2020,4,0.025
Vyeboom,2020,5,0.031
Vyeboom,2020,6,0.255
Vyeboom,2020,7,0.154
Vyeboom,2020,8,0.15
Vyeboom,2020,9,0.1
Vyeboom,2020,10,0.156
Vyeboom,2020,11,0.533
Vyeboom,2020,12,0.435
Vyeboom,2020,13,0.912
Vyeboom,2020,23,0.11
Vyeboom,2020,24,0.211
Vyeboom,2020,25,0.097
Vyeboom,2020,26,0.184
Vyeboom,2020,27,0.177
Vyeboom,2020,32,0.436
Vyeboom,2020,33,0.018
Vyeboom,2020,34,0.005
Vyeboom,2020,35,0.0
Vyeboom,2020,36,0.001
Vyeboom,2020,37,0.004
Vyeboom,2020,38,0.001
Vyeboom,2020,39,0.003
Vyeboom,2020,40,0.005
Vyeboom,2020,41,0.001
Vyeboom,2020,42,0.007
Vyeboom,2020,43,0.015
Vyeboom,2020,44,0.003
Vyeboom,2020,45,0.007
Vyeboom,2020,46,0.002
Vyeboom,2020,47,0.013
Vyeboom,2020,48,0.008
Vyeboom,2020,49,0.011
Vyeboom,2020,50,0.026
Vyeboom,2020,51,0.033
Vyeboom,2020,52,0.044
Vyeboom,2021,1,0.036
Vyeboom,2021,2,0.009
Vyeboom,2021,3,0.035
Vyeboom,2021,4,0.033
Vyeboom,2021,5,0.092
Vyeboom,2021,6,0.01
Vyeboom,2021,7,0.026
Vyeboom,2021,8,0.009
Vyeboom,2021,9,0.027
Vyeboom,2021,10,0.056
Vyeboom,2021,11,0.12
Vyeboom,2021,12,0.102
Vyeboom,2021,13,0.086
Vyeboom,2021,14,0.196
Vyeboom,2021,15,0.134
Vyeboom,2021,16,0.194
Vyeboom,2021,17,0.164
Vyeboom,2021,18,0.152
Vyeboom,2021,19,0.1
Vyeboom,2021,20,0.105
Vyeboom,2021,21,0.122
Vyeboom,2021,22,0.014
Vyeboom,2021,23,0.035
Vyeboom,2021,24,0.048
Vyeboom,2021,25,0.082
Vyeboom,2021,30,0.082
Vyeboom,2021,31,0.032
Vyeboom,2021,32,0.01
Vyeboom,2021,33,0.0
Vyeboom,2021,34,0.0
Vyeboom,2021,35,0.0
Vyeboom,2021,36,0.004
Vyeboom,2021,37,0.0
Vyeboom,2021,38,0.001
Vyeboom,2021,39,0.0
Vyeboom,2021,40,0.0
Vyeboom,2021,41,0.002
Vyeboom,2021,42,0.002
Vyeboom,2021,43,0.0
Vyeboom,2021,44,0.003
Vyeboom,2021,45,0.001
Vyeboom,2021,46,0.002
Vyeboom,2021,47,0.004
Vyeboom,2021,48,0.004
Vyeboom,2021,49,0.004
Vyeboom,2021,50,0.018
Vyeboom,2021,51,0.012
Vyeboom,2021,52,0.016
Vyeboom,2022,1,0.023
Vyeboom,2022,2,0.016
Vyeboom,2022,3,0.025
Vyeboom,2022,4,0.021
Vyeboom,2022,5,0.031
Vyeboom,2022,6,0.017
Vyeboom,2022,7,0.033
Vyeboom,2022,8,0.025
Vyeboom,2022,9,0.03
Vyeboom,2022,10,0.072
Vyeboom,2022,11,0.2
Vyeboom,2022,12,0.272
Vyeboom,2022,13,0.261
Vyeboom,2022,14,0.254
Vyeboom,2022,15,0.188
Vyeboom,2022,16,0.255
Vyeboom,2022,17,0.279
Vyeboom,2022,18,0.327
Vyeboom,2022,19,0.272
Vyeboom,2022,20,0.443
Vyeboom,2022,21,0.524
Vyeboom,2022,22,0.088
Vyeboom,2022,23,0.075
Vyeboom,2022,24,0.21
Vyeboom,2022,25,0.056
Vyeboom,2022,30,0.331
Vyeboom,2022,31,0.048
Vyeboom,2022,32,0.019
Vyeboom,2022,33,0.011
Vyeboom,2022,34,0.005
Vyeboom,2022,35,0.008
Vyeboom,2022,36,0.01
Vyeboom,2022,37,0.0
Vyeboom,2022,38,0.003
Vyeboom,2022,39,0.005
Vyeboom,2022,40,0.001
Vyeboom,2022,41,0.007
Vyeboom,2022,42,0.005
Vyeboom,2022,43,0.006
Vyeboom,2022,44,0.008
Vyeboom,2022,45,0.012
Vyeboom,2022,46,0.009
Vyeboom,2022,47,0.012
Vyeboom,2022,48,0.039
Vyeboom,2022,49,0.06
Vyeboom,2022,50,0.088
Vyeboom,2022,51,0.071
Vyeboom,2022,52,0.446
Vyeboom,2023,1,0.154
Vyeboom,2023,2,0.112
Vyeboom,2023,3,0.152
Vyeboom,2023,4,0.104
Vyeboom,2023,5,0.103
Vyeboom,2023,6,0.162
Vyeboom,2023,7,0.179
Vyeboom,2023,8,0.231
Vyeboom,2023,9,0.082
Vyeboom,2023,10,0.091
Vyeboom,2023,11,0.306
Vyeboom,2023,12,0.54
Vyeboom,2023,13,0.665
Vyeboom,2023,14,0.799
Vyeboom,2023,15,0.38
Vyeboom,2023,16,0.256
Vyeboom,2023,17,0.275
Vyeboom,2023,18,0.336
Vyeboom,2023,19,0.184
Vyeboom,2023,20,0.208
Vyeboom,2023,21,0.149
Vyeboom,2023,22,0.161
Vyeboom,2023,23,0.025
Vyeboom,2023,24,0.02
Vyeboom,2023,25,0.018
Vyeboom,2023,30,0.053
Vyeboom,2023,31,0.004
Vyeboom,2023,32,0.008
Vyeboom,2023,33,0.003
Vyeboom,2023,34,0.001
Vyeboom,2023,35,0.001
Vyeboom,2023,36,0.019
Vyeboom,2023,37,0.0
Vyeboom,2023,38,0.0
Vyeboom,2023,39,0.0
Vyeboom,2023,40,0.0
Vyeboom,2023,41,0.0
Vyeboom,2023,42,0.0
Vyeboom,2023,43,0.0
Vyeboom,2023,44,0.002
Vyeboom,2023,45,0.002
Vyeboom,2023,46,0.009
Vyeboom,2023,47,0.003
Vyeboom,2023,48,0.004
Vyeboom,2023,49,0.017
Vyeboom,2023,50,0.017
Vyeboom,2023,51,0.026
Vyeboom,2023,52,0.039
Vyeboom,2024,1,0.042
Vyeboom,2024,2,0.013
Vyeboom,2024,3,0.011
Vyeboom,2024,4,0.031
Vyeboom,2024,5,0.12
Vyeboom,2024,6,0.065
Vyeboom,2024,7,0.077
Vyeboom,2024,8,0.027
Vyeboom,2024,9,0.073
Vyeboom,2024,10,0.173
Vyeboom,2024,11,0.261
Vyeboom,2024,12,0.175
Vyeboom,2024,13,0.214
Vyeboom,2024,14,0.241
Vyeboom,2024,15,0.123
Vyeboom,2024,16,0.142
Vyeboom,2024,17,0.28
Vyeboom,2024,18,0.458
Vyeboom,2024,19,0.799
Vyeboom,2024,20,0.578
Vyeboom,2024,21,0.853
Vyeboom,2024,22,0.281
Vyeboom,2024,23,0.057
Vyeboom,2024,24,0.035
Vyeboom,2024,30,0.334
Vyeboom,2024,31,0.006
Vyeboom,2024,32,0.006
Vyeboom,2024,33,0.008
Vyeboom,2024,34,0.004
Vyeboom,2024,35,0.006
Vyeboom,2024,36,0.009
Vyeboom,2024,37,0.006
Vyeboom,2024,38,0.004
Vyeboom,2024,39,0.001
Vyeboom,2024,40,0.004
Vyeboom,2024,41,0.004
Vyeboom,2024,42,0.0
Vyeboom,2024,43,0.001
Vyeboom,2024,44,0.002
Vyeboom,2024,45,0.003
Vyeboom,2024,46,0.001
Vyeboom,2024,47,0.014
Vyeboom,2024,48,0.008
Vyeboom,2024,49,0.012
Vyeboom,2024,50,0.029
Vyeboom,2024,51,0.051
Vyeboom,2024,52,0.0
Vyeboom,2025,1,0.059
Vyeboom,2025,2,0.022
Vyeboom,2025,3,0.006
Vyeboom,2025,4,0.009
Vyeboom,2025,5,0.05
Vyeboom,2025,6,0.104
Vyeboom,2025,7,0.063
Vyeboom,2025,8,0.044
Vyeboom,2025,9,0.11
Vyeboom,2025,10,0.163
Vyeboom,2025,11,0.208
Vyeboom,2025,12,0.258
Vyeboom,2025,13,0.353
Vyeboom,2025,14,0.308
Vyeboom,2025,15,0.295
Vyeboom,2025,16,0.402
Vyeboom,2025,17,0.457
Vyeboom,2025,18,0.449
Vyeboom,2025,19,0.428
Vyeboom,2025,20,0.541
Vyeboom,2025,21,1.066
Vyeboom,2025,22,0.815
Vyeboom,2025,23,0.064
Vyeboom,2025,24,0.029
Vyeboom,2025,25,0.229
Vyeboom,2025,26,0.106
Vyeboom,2025,31,0.209
Vyeboom,2025,32,0.075
Vyeboom,2025,33,0.015
Vyeboom,2025,34,0.009
Vyeboom,2025,35,0.008
Vyeboom,2025,36,0.017
Vyeboom,2025,37,0.006
Vyeboom,2025,38,0.009
Vyeboom,2025,39,0.004
Vyeboom,2025,40,0.003
Vyeboom,2025,41,0.0
Vyeboom,2025,42,0.002
Vyeboom,2025,43,0.001
Vyeboom,2025,44,0.004
Vyeboom,2025,45,0.005
Vyeboom,2025,46,0.009
Vyeboom,2025,47,0.006
Vyeboom,2025,48,0.015
Vyeboom,2025,49,0.026
Vyeboom,2025,50,0.031
Vyeboom,2025,51,0.053
Vyeboom,2025,52,0.026
Vyeboom,2026,1,0.067
Vyeboom,2026,2,0.054
Vyeboom,2026,3,0.023
Vyeboom,2026,4,0.026
Vyeboom,2026,5,0.049
Vyeboom,2026,6,0.063
Vyeboom,2026,7,0.046
Vyeboom,2026,8,0.101
Vyeboom,2026,9,0.231
Vyeboom,2026,10,0.13
Vyeboom,2026,11,0.164
Vyeboom,2026,12,0.213
Vyeboom,2026,13,0.463
Vyeboom,2026,14,0.621
Vyeboom,2026,15,0.37
Vyeboom,2026,16,0.559
Vyeboom,2026,17,0.104
Vyeboom,2026,18,0.113
Vyeboom,2026,19,0.131
Vyeboom,2026,20,0.0
Vyeboom,2026,21,0.154
Vyeboom,2026,22,0.119
Vyeboom,2026,23,0.099
Vyeboom,2026,24,0.046
Vyeboom,2026,25,0.025
Vyeboom,2026,26,0.149
Vyeboom,2026,33,0.569
Warm Bokkeveld,2010,1,0.15
Warm Bokkeveld,2010,2,0.57
Warm Bokkeveld,2010,3,0.71
Warm Bokkeveld,2010,4,0.52
Warm Bokkeveld,2010,5,0.44
Warm Bokkeveld,2010,6,0.7
Warm Bokkeveld,2010,7,0.29
Warm Bokkeveld,2010,8,0.51
Warm Bokkeveld,2010,9,0.61
Warm Bokkeveld,2010,10,1.2
Warm Bokkeveld,2010,11,1.46
Warm Bokkeveld,2010,12,2.0
Warm Bokkeveld,2010,13,2.09
Warm Bokkeveld,2010,14,2.25
Warm Bokkeveld,2010,15,3.77
Warm Bokkeveld,2010,16,3.89
Warm Bokkeveld,2010,17,3.39
Warm Bokkeveld,2010,18,2.98
Warm Bokkeveld,2010,19,2.88
Warm Bokkeveld,2010,20,4.07
Warm Bokkeveld,2010,21,4.57
Warm Bokkeveld,2010,22,2.21
Warm Bokkeveld,2010,23,1.89
Warm Bokkeveld,2010,24,1.57
Warm Bokkeveld,2010,25,1.36
Warm Bokkeveld,2010,26,1.13
Warm Bokkeveld,2010,27,1.12
Warm Bokkeveld,2010,28,1.0
Warm Bokkeveld,2010,29,0.87
Warm Bokkeveld,2010,30,0.73
Warm Bokkeveld,2010,31,0.65
Warm Bokkeveld,2010,32,0.59
Warm Bokkeveld,2010,33,0.57
Warm Bokkeveld,2010,34,0.45
Warm Bokkeveld,2010,35,0.03
Warm Bokkeveld,2010,36,0.1
Warm Bokkeveld,2010,37,0.08
Warm Bokkeveld,2010,38,0.05
Warm Bokkeveld,2010,39,0.05
Warm Bokkeveld,2010,40,0.05
Warm Bokkeveld,2010,41,0.03
Warm Bokkeveld,2010,42,0.05
Warm Bokkeveld,2010,43,0.05
Warm Bokkeveld,2010,44,0.05
Warm Bokkeveld,2010,45,0.06
Warm Bokkeveld,2010,46,0.06
Warm Bokkeveld,2010,47,0.06
Warm Bokkeveld,2010,48,0.06
Warm Bokkeveld,2010,49,0.08
Warm Bokkeveld,2010,50,0.09
Warm Bokkeveld,2010,51,0.09
Warm Bokkeveld,2010,52,0.09
Warm Bokkeveld,2011,1,0.15
Warm Bokkeveld,2011,2,0.66
Warm Bokkeveld,2011,3,0.69
Warm Bokkeveld,2011,5,0.71
Warm Bokkeveld,2011,6,0.1
Warm Bokkeveld,2011,7,0.12
Warm Bokkeveld,2011,8,0.21
Warm Bokkeveld,2011,9,0.28
Warm Bokkeveld,2011,10,0.55
Warm Bokkeveld,2011,11,0.85
Warm Bokkeveld,2011,12,1.01
Warm Bokkeveld,2011,13,1.11
Warm Bokkeveld,2011,14,1.73
Warm Bokkeveld,2011,15,3.59
Warm Bokkeveld,2011,16,3.86
Warm Bokkeveld,2011,17,1.81
Warm Bokkeveld,2011,18,1.81
Warm Bokkeveld,2011,19,2.12
Warm Bokkeveld,2011,20,3.28
Warm Bokkeveld,2011,21,1.01
Warm Bokkeveld,2011,22,1.01
Warm Bokkeveld,2011,23,0.99
Warm Bokkeveld,2011,24,0.92
Warm Bokkeveld,2011,25,0.87
Warm Bokkeveld,2011,26,0.82
Warm Bokkeveld,2011,27,0.74
Warm Bokkeveld,2011,28,0.64
Warm Bokkeveld,2011,29,0.52
Warm Bokkeveld,2011,30,0.25
Warm Bokkeveld,2011,31,0.06
Warm Bokkeveld,2011,32,0.03
Warm Bokkeveld,2011,33,0.06
Warm Bokkeveld,2011,34,0.03
Warm Bokkeveld,2011,35,0.03
Warm Bokkeveld,2011,36,0.02
Warm Bokkeveld,2011,37,0.02
Warm Bokkeveld,2011,38,0.02
Warm Bokkeveld,2011,39,0.01
Warm Bokkeveld,2011,40,0.02
Warm Bokkeveld,2011,41,0.02
Warm Bokkeveld,2011,42,0.02
Warm Bokkeveld,2011,43,0.04
Warm Bokkeveld,2011,44,0.03
Warm Bokkeveld,2011,45,0.04
Warm Bokkeveld,2011,46,0.04
Warm Bokkeveld,2011,47,0.05
Warm Bokkeveld,2011,48,0.05
Warm Bokkeveld,2011,49,0.07
Warm Bokkeveld,2011,50,0.06
Warm Bokkeveld,2011,51,0.08
Warm Bokkeveld,2011,52,0.08
Warm Bokkeveld,2012,1,0.02
Warm Bokkeveld,2012,2,0.02
Warm Bokkeveld,2012,3,0.27
Warm Bokkeveld,2012,4,0.01
Warm Bokkeveld,2012,5,0.01
Warm Bokkeveld,2012,6,0.01
Warm Bokkeveld,2012,7,0.02
Warm Bokkeveld,2012,8,0.03
Warm Bokkeveld,2012,9,0.06
Warm Bokkeveld,2012,10,0.17
Warm Bokkeveld,2012,11,0.38
Warm Bokkeveld,2012,12,0.46
Warm Bokkeveld,2012,13,0.53
Warm Bokkeveld,2012,14,1.3
Warm Bokkeveld,2012,15,2.76
Warm Bokkeveld,2012,16,1.92
Warm Bokkeveld,2012,17,1.15
Warm Bokkeveld,2012,18,1.06
Warm Bokkeveld,2012,19,1.1
Warm Bokkeveld,2012,20,1.7
Warm Bokkeveld,2012,21,0.8
Warm Bokkeveld,2012,22,0.39
Warm Bokkeveld,2012,23,0.22
Warm Bokkeveld,2012,24,0.06
Warm Bokkeveld,2012,25,0.05
Warm Bokkeveld,2012,26,0.05
Warm Bokkeveld,2012,27,0.03
Warm Bokkeveld,2012,28,0.02
Warm Bokkeveld,2012,29,0.01
Warm Bokkeveld,2012,30,0.01
Warm Bokkeveld,2012,31,0.01
Warm Bokkeveld,2012,32,0.01
Warm Bokkeveld,2012,33,0.01
Warm Bokkeveld,2012,34,0.0
Warm Bokkeveld,2012,35,0.0
Warm Bokkeveld,2012,36,0.0
Warm Bokkeveld,2012,37,0.0
Warm Bokkeveld,2012,38,0.0
Warm Bokkeveld,2012,39,0.0
Warm Bokkeveld,2012,40,0.0
Warm Bokkeveld,2012,41,0.0
Warm Bokkeveld,2012,42,0.0
Warm Bokkeveld,2012,43,0.0
Warm Bokkeveld,2012,44,0.0
Warm Bokkeveld,2012,45,0.0
Warm Bokkeveld,2012,46,0.0
Warm Bokkeveld,2012,47,0.0
Warm Bokkeveld,2012,48,0.0
Warm Bokkeveld,2012,49,0.0
Warm Bokkeveld,2012,50,0.01
Warm Bokkeveld,2012,51,0.0
Warm Bokkeveld,2012,52,0.01
Warm Bokkeveld,2013,1,0.06
Warm Bokkeveld,2013,2,0.02
Warm Bokkeveld,2013,3,0.01
Warm Bokkeveld,2013,4,0.06
Warm Bokkeveld,2013,5,0.05
Warm Bokkeveld,2013,6,0.03
Warm Bokkeveld,2013,7,0.06
Warm Bokkeveld,2013,8,0.35
Warm Bokkeveld,2013,9,0.17
Warm Bokkeveld,2013,10,0.13
Warm Bokkeveld,2013,11,0.46
Warm Bokkeveld,2013,12,0.97
Warm Bokkeveld,2013,13,0.29
Warm Bokkeveld,2013,14,2.76
Warm Bokkeveld,2013,15,1.07
Warm Bokkeveld,2013,16,0.46
Warm Bokkeveld,2013,17,0.32
Warm Bokkeveld,2013,18,0.48
Warm Bokkeveld,2013,19,0.71
Warm Bokkeveld,2013,20,0.75
Warm Bokkeveld,2013,21,1.34
Warm Bokkeveld,2013,22,0.05
Warm Bokkeveld,2013,23,0.04
Warm Bokkeveld,2013,24,0.04
Warm Bokkeveld,2013,25,0.03
Warm Bokkeveld,2013,26,0.038
Warm Bokkeveld,2013,27,0.34
Warm Bokkeveld,2013,28,0.018
Warm Bokkeveld,2013,29,0.01
Warm Bokkeveld,2013,30,0.01
Warm Bokkeveld,2013,31,0.0
Warm Bokkeveld,2013,32,0.0
Warm Bokkeveld,2013,33,0.03
Warm Bokkeveld,2013,34,0.0
Warm Bokkeveld,2013,35,0.0
Warm Bokkeveld,2013,36,0.0
Warm Bokkeveld,2013,37,0.0
Warm Bokkeveld,2013,38,0.0
Warm Bokkeveld,2013,39,0.01
Warm Bokkeveld,2013,40,0.0
Warm Bokkeveld,2013,41,0.0
Warm Bokkeveld,2013,42,0.0
Warm Bokkeveld,2013,43,0.0
Warm Bokkeveld,2013,44,0.0
Warm Bokkeveld,2013,45,0.0
Warm Bokkeveld,2013,46,0.0
Warm Bokkeveld,2013,47,0.0
Warm Bokkeveld,2013,48,0.0
Warm Bokkeveld,2013,49,0.01
Warm Bokkeveld,2013,50,0.01
Warm Bokkeveld,2013,51,0.0
Warm Bokkeveld,2013,52,0.01
Warm Bokkeveld,2014,1,0.02
Warm Bokkeveld,2014,2,0.0156
Warm Bokkeveld,2014,3,0.0151
Warm Bokkeveld,2014,4,0.0432
Warm Bokkeveld,2014,5,0.0251
Warm Bokkeveld,2014,6,0.0147
Warm Bokkeveld,2014,7,0.16
Warm Bokkeveld,2014,8,0.07
Warm Bokkeveld,2014,9,0.0665
Warm Bokkeveld,2014,10,0.252
Warm Bokkeveld,2014,11,0.3259
Warm Bokkeveld,2014,12,0.015
Warm Bokkeveld,2014,13,0.355
Warm Bokkeveld,2014,14,0.274
Warm Bokkeveld,2014,15,0.4663
Warm Bokkeveld,2014,16,0.493
Warm Bokkeveld,2014,17,0.6625
Warm Bokkeveld,2014,18,0.3111
Warm Bokkeveld,2014,19,0.507
Warm Bokkeveld,2014,20,0.269
Warm Bokkeveld,2014,21,0.1174
Warm Bokkeveld,2014,22,0.048
Warm Bokkeveld,2014,23,0.0261
Warm Bokkeveld,2014,24,0.0188
Warm Bokkeveld,2014,25,0.0166
Warm Bokkeveld,2014,26,0.0144
Warm Bokkeveld,2014,27,0.0016
Warm Bokkeveld,2014,28,0.0
Warm Bokkeveld,2014,29,0.0
Warm Bokkeveld,2014,30,0.0
Warm Bokkeveld,2014,31,0.0
Warm Bokkeveld,2014,32,0.0
Warm Bokkeveld,2014,33,0.0
Warm Bokkeveld,2014,34,0.0
Warm Bokkeveld,2014,35,0.0
Warm Bokkeveld,2014,36,0.0
Warm Bokkeveld,2014,37,0.0
Warm Bokkeveld,2014,38,0.0
Warm Bokkeveld,2014,39,0.0
Warm Bokkeveld,2014,40,0.0
Warm Bokkeveld,2014,41,0.0
Warm Bokkeveld,2014,42,0.0
Warm Bokkeveld,2014,43,0.0
Warm Bokkeveld,2014,44,0.0
Warm Bokkeveld,2014,45,0.0
Warm Bokkeveld,2014,46,0.0
Warm Bokkeveld,2014,47,0.0
Warm Bokkeveld,2014,48,0.0
Warm Bokkeveld,2014,49,0.00164
Warm Bokkeveld,2014,50,0.0
Warm Bokkeveld,2014,51,0.00071
Warm Bokkeveld,2014,52,0.00928
Warm Bokkeveld,2015,1,0.0078
Warm Bokkeveld,2015,2,0.0557
Warm Bokkeveld,2015,3,0.0164
Warm Bokkeveld,2015,4,0.02
Warm Bokkeveld,2015,5,0.027
Warm Bokkeveld,2015,6,0.0064
Warm Bokkeveld,2015,7,0.035
Warm Bokkeveld,2015,8,0.0035
Warm Bokkeveld,2015,9,0.015
Warm Bokkeveld,2015,10,0.1207
Warm Bokkeveld,2015,11,0.0921
Warm Bokkeveld,2015,12,0.0564
Warm Bokkeveld,2015,13,0.2835
Warm Bokkeveld,2015,14,0.1714
Warm Bokkeveld,2015,15,0.0728
Warm Bokkeveld,2015,16,0.689
Warm Bokkeveld,2015,17,0.914
Warm Bokkeveld,2015,18,0.15
Warm Bokkeveld,2015,19,0.6142
Warm Bokkeveld,2015,20,1.244
Warm Bokkeveld,2015,21,0.8792
Warm Bokkeveld,2015,22,0.3814
Warm Bokkeveld,2015,23,0.1335
Warm Bokkeveld,2015,24,0.056
Warm Bokkeveld,2015,25,0.0151
Warm Bokkeveld,2015,26,0.0
Warm Bokkeveld,2015,27,0.0
Warm Bokkeveld,2015,28,0.0
Warm Bokkeveld,2015,29,0.0
Warm Bokkeveld,2015,30,0.0
Warm Bokkeveld,2015,31,0.0
Warm Bokkeveld,2015,32,0.0
Warm Bokkeveld,2015,33,0.0
Warm Bokkeveld,2015,34,0.0
Warm Bokkeveld,2015,35,0.0
Warm Bokkeveld,2015,36,0.0
Warm Bokkeveld,2015,37,0.0
Warm Bokkeveld,2015,38,0.0
Warm Bokkeveld,2015,39,0.0
Warm Bokkeveld,2015,40,0.0
Warm Bokkeveld,2015,41,0.0
Warm Bokkeveld,2015,42,0.0
Warm Bokkeveld,2015,43,0.0
Warm Bokkeveld,2015,44,0.0
Warm Bokkeveld,2015,45,0.0031
Warm Bokkeveld,2015,46,0.00069
Warm Bokkeveld,2015,47,0.00138
Warm Bokkeveld,2015,48,0.0021
Warm Bokkeveld,2015,49,0.0034
Warm Bokkeveld,2015,50,0.00693
Warm Bokkeveld,2015,51,0.0159
Warm Bokkeveld,2015,52,0.0097
Warm Bokkeveld,2016,1,0.0318
Warm Bokkeveld,2016,2,0.0561
Warm Bokkeveld,2016,3,0.0423
Warm Bokkeveld,2016,4,0.0617
Warm Bokkeveld,2016,5,0.0173
Warm Bokkeveld,2016,6,0.0651
Warm Bokkeveld,2016,7,0.0995
Warm Bokkeveld,2016,8,0.0423
Warm Bokkeveld,2016,9,0.1158
Warm Bokkeveld,2016,10,1.0159
Warm Bokkeveld,2016,11,0.5748
Warm Bokkeveld,2016,12,0.588
Warm Bokkeveld,2016,13,0.5742
Warm Bokkeveld,2016,14,0.754
Warm Bokkeveld,2016,15,0.7122
Warm Bokkeveld,2016,16,0.38
Warm Bokkeveld,2016,17,1.414
Warm Bokkeveld,2016,18,1.456
Warm Bokkeveld,2016,19,0.6711
Warm Bokkeveld,2016,20,1.0408
Warm Bokkeveld,2016,21,0.357
Warm Bokkeveld,2016,22,0.1462
Warm Bokkeveld,2016,23,0.0
Warm Bokkeveld,2016,24,0.0207
Warm Bokkeveld,2016,25,0.002
Warm Bokkeveld,2016,26,0.0
Warm Bokkeveld,2016,27,0.0
Warm Bokkeveld,2016,28,0.0
Warm Bokkeveld,2016,29,0.0
Warm Bokkeveld,2016,30,0.0
Warm Bokkeveld,2016,31,0.0
Warm Bokkeveld,2016,32,0.0
Warm Bokkeveld,2016,33,0.0
Warm Bokkeveld,2016,34,0.0
Warm Bokkeveld,2016,35,0.0
Warm Bokkeveld,2016,36,0.0
Warm Bokkeveld,2016,37,0.0
Warm Bokkeveld,2016,38,0.0
Warm Bokkeveld,2016,39,0.0
Warm Bokkeveld,2016,40,0.00054
Warm Bokkeveld,2016,41,0.0054
Warm Bokkeveld,2016,42,0.008
Warm Bokkeveld,2016,43,0.0067
Warm Bokkeveld,2016,44,0.0029
Warm Bokkeveld,2016,45,0.00059
Warm Bokkeveld,2016,46,0.00237
Warm Bokkeveld,2016,47,0.001186
Warm Bokkeveld,2016,48,0.00059
Warm Bokkeveld,2016,49,0.00156
Warm Bokkeveld,2016,50,0.0095
Warm Bokkeveld,2016,51,0.0021
Warm Bokkeveld,2016,52,0.0075
Warm Bokkeveld,2017,1,0.0397
Warm Bokkeveld,2017,2,0.064
Warm Bokkeveld,2017,3,0.0296
Warm Bokkeveld,2017,4,0.0895
Warm Bokkeveld,2017,5,0.0385
Warm Bokkeveld,2017,6,0.101
Warm Bokkeveld,2017,7,0.116
